chr8	97534800	97538800	+	20224
chr2	179832400	179836400	+	6057
chr2	179842100	179846100	+	6058
chr17	45670200	45674200	+	38569
chr14	56505600	56509600	+	33455
chr8	24270400	24274400	+	19072
chr8	24253000	24257000	+	19071
chr17	37320600	37324600	+	38503
chr1	74158300	74162300	+	826
chr13	56283600	56287600	+	31754
chr19	44572900	44576900	+	41657
chr15	84840600	84844600	+	35608
chr11	101749800	101753800	+	28129
chr10	82793700	82797700	+	24957
chr7	25647600	25651600	+	16510
chr2	163323700	163327700	+	5405
chr19	4984700	4988700	+	40862
chr11	58998800	59002800	+	26681
chr7	3220000	3224000	+	16284
chr19	6169300	6173300	+	40912
chr7	86943000	86947000	+	17381
chr7	19428300	19432300	+	16427
chr18	47063700	47067700	+	40095
chr9	107871500	107875500	+	23065
chr17	36996100	37000100	+	38488
chr17	37043850	37047850	+	38489
chr11	82697600	82701600	+	27440
chr1	175277450	175281450	+	2368
chr11	52927600	52931600	+	26513
chr10	116349000	116353000	+	25425
chr4	136989500	136993500	+	10251
chr11	69640500	69644500	+	27011
chr2	130874000	130878000	+	4752
chr9	108878500	108882500	+	23112
chr11	94263100	94267100	+	27738
chr9	121497450	121501450	+	23469
chr17	27653900	27657900	+	38044
chr12	113991900	113995900	+	30707
chr17	88189600	88193600	+	39383
chr5	136248600	136252600	+	13409
chr12	111914300	111918300	+	30601
chr6	136859700	136863700	+	16067
chr8	120199700	120203700	+	20676
chr10	19079400	19083400	+	23718
chr2	180886500	180890500	+	6087
chr4	118841000	118845000	+	9459
chr4	43658400	43662400	+	8373
chr1	130226400	130230400	+	1486
chr2	126611500	126615500	+	4633
chr10	80337400	80341400	+	24893
chr14	35703700	35707700	+	33253
chr5	114447700	114451700	+	12539
chr9	44792000	44796000	+	21746
chr5	20922500	20926500	+	11199
chr5	135394350	135398350	+	13358
chr5	135375300	135379300	+	13357
chr8	122104500	122108500	+	20729
chr2	152234350	152238350	+	5053
chr14	55573700	55577700	+	33423
chr14	55567300	55571300	+	33422
chr1	196754200	196758200	+	2800
chr13	23549150	23553150	+	30991
chr8	26045500	26049500	+	19123
chr3	121735250	121739250	+	7576
chr3	121757300	121761300	+	7578
chr14	70913600	70917600	+	33774
chr11	61519150	61523150	+	26815
chr11	115186300	115190300	+	28552
chr11	70436100	70440100	+	27031
chr4	116813800	116817800	+	9335
chr19	5354900	5358900	+	40874
chr5	104091500	104095500	+	12212
chr7	51727450	51731450	+	16932
chr5	138002600	138006600	+	13508
chr8	97062900	97066900	+	20207
chr14	13184500	13188500	+	32815
chr2	118131300	118135300	+	4508
chr15	76190500	76194500	+	35208
chr15	99359800	99363800	+	35952
chr6	124735100	124739100	+	15824
chr6	124722600	124726600	+	15823
chr11	67738350	67742350	+	26943
chr1	93314900	93318900	+	1197
chr5	144806000	144810000	+	13763
chr11	62766500	62770500	+	26857
chr18	64685100	64689100	+	40335
chr1	74446550	74450550	+	840
chr8	123614950	123618950	+	20828
chr17	34516900	34520900	+	38424
chr15	99541100	99545100	+	35963
chr7	20096400	20100400	+	16452
chr15	99424700	99428700	+	35958
chr18	65862500	65866500	+	40387
chr2	157742200	157746200	+	5291
chr4	138633100	138637100	+	10372
chr7	51070000	51074000	+	16917
chr18	36860000	36864000	+	39935
chr7	148472100	148476100	+	18641
chr4	153476350	153480350	+	10983
chr17	25878200	25882200	+	37961
chr7	35974500	35978500	+	16793
chr16	36553200	36557200	+	36976
chr14	21469200	21473200	+	32917
chr11	51857350	51861350	+	26484
chr11	51819500	51823500	+	26481
chr1	89103900	89107900	+	1021
chr9	107227800	107231800	+	23037
chr14	61379900	61383900	+	33539
chr4	140652100	140656100	+	10499
chr7	13517200	13521200	+	16359
chr2	155636400	155640400	+	5167
chr2	158019100	158023100	+	5306
chr11	88100200	88104200	+	27597
chr10	41742500	41746500	+	24060
chr5	120928800	120932800	+	12856
chr11	115329400	115333400	+	28560
chr10	39728400	39732400	+	23989
chr9	55178500	55182500	+	21986
chr15	31301500	31305500	+	34588
chr11	8950200	8954200	+	25921
chr1	59563200	59567200	+	627
chr14	21215300	21219300	+	32914
chr3	51470900	51474900	+	6546
chr3	51495200	51499200	+	6548
chr5	91204400	91208400	+	12030
chr18	56923600	56927600	+	40220
chr2	155661600	155665600	+	5168
chr9	21355700	21359700	+	21339
chr4	155152900	155156900	+	11084
chr17	24180050	24184050	+	37909
chr1	174395400	174399400	+	2358
chr2	38222700	38226700	+	3609
chr10	80544100	80548100	+	24901
chr2	75826250	75830250	+	4090
chr6	136766500	136770500	+	16063
chr7	4913300	4917300	+	16322
chr15	84279700	84283700	+	35586
chr2	38841000	38845000	+	3630
chr2	151920600	151924600	+	5039
chrX	7241250	7245250	+	42061
chr4	129157300	129161300	+	9792
chr19	55317300	55321300	+	41898
chr11	68733900	68737900	+	26971
chr9	57971400	57975400	+	22086
chr11	94887900	94891900	+	27763
chr9	107576600	107580600	+	23054
chr17	15069650	15073650	+	37858
chr1	134780200	134784200	+	1614
chr11	117675000	117679000	+	28736
chr7	13641050	13645050	+	16365
chr11	96137950	96141950	+	27849
chr8	119600850	119604850	+	20623
chr17	86089150	86093150	+	39287
chr2	130235000	130239000	+	4743
chr17	57006900	57010900	+	38851
chr4	132110000	132114000	+	9936
chr5	125207950	125211950	+	13051
chr17	24874900	24878900	+	37929
chr6	119127900	119131900	+	15686
chr13	55609500	55613500	+	31735
chr6	83099500	83103500	+	14987
chr11	77746600	77750600	+	27266
chr2	151727200	151731200	+	5026
chr2	25099900	25103900	+	3080
chr4	151537300	151541300	+	10910
chr2	119575500	119579500	+	4555
chr7	6195700	6199700	+	16328
chr7	6165950	6169950	+	16327
chr16	43662550	43666550	+	37069
chr11	112647800	112651800	+	28419
chr3	129374700	129378700	+	7677
chr4	118356350	118360350	+	9434
chr2	147877600	147881600	+	4994
chr8	123253500	123257500	+	20817
chr7	146405800	146409800	+	18582
chr15	98549300	98553300	+	35904
chr6	134928700	134932700	+	16018
chr13	113765200	113769200	+	32601
chr12	118488200	118492200	+	30742
chr3	130996200	131000200	+	7710
chr17	34754200	34758200	+	38429
chr11	59106300	59110300	+	26688
chr11	6123100	6127100	+	25839
chr11	102207950	102211950	+	28161
chr14	55546100	55550100	+	33421
chr9	65998700	66002700	+	22425
chr11	71942900	71946900	+	27068
chr9	63958500	63962500	+	22350
chr9	49336450	49340450	+	21892
chr13	73386700	73390700	+	32051
chr2	59317700	59321700	+	3772
chr13	43882200	43886200	+	31327
chr3	108156300	108160300	+	7458
chr1	132604800	132608800	+	1503
chr16	55886600	55890600	+	37156
chr10	42888700	42892700	+	24112
chr8	86259200	86263200	+	19919
chr19	6939000	6943000	+	40945
chr11	59190600	59194600	+	26690
chr6	120047600	120051600	+	15708
chr6	124781700	124785700	+	15827
chr17	29678300	29682300	+	38220
chr2	30455800	30459800	+	3297
chr10	59667650	59671650	+	24317
chr7	24901100	24905100	+	16489
chr7	53061850	53065850	+	16992
chr12	114103700	114107700	+	30712
chr2	33490700	33494700	+	3498
chr7	53989200	53993200	+	17018
chr9	119005900	119009900	+	23372
chr2	181396100	181400100	+	6092
chr8	97589300	97593300	+	20226
chr1	136990500	136994500	+	1732
chr9	72837200	72841200	+	22593
chr2	172831750	172835750	+	5925
chr2	172799550	172803550	+	5924
chr2	60245700	60249700	+	3812
chr4	139790500	139794500	+	10455
chr4	139693100	139697100	+	10441
chr4	139683400	139687400	+	10439
chr18	39079900	39083900	+	40010
chr17	35156400	35160400	+	38437
chr3	89156550	89160550	+	7036
chr19	10521000	10525000	+	41060
chr18	38107300	38111300	+	39949
chr13	56525400	56529400	+	31774
chr11	50531200	50535200	+	26457
chr3	107939100	107943100	+	7445
chr6	113435300	113439300	+	15585
chr17	46638100	46642100	+	38626
chr6	34873300	34877300	+	14381
chr6	34849500	34853500	+	14380
chr10	79068700	79072700	+	24821
chr12	85098500	85102500	+	30047
chr2	141054900	141058900	+	4875
chr2	141113700	141117700	+	4878
chr12	81623900	81627900	+	29963
chr15	81529000	81533000	+	35452
chr3	96454600	96458600	+	7160
chr16	38791600	38795600	+	37031
chr6	81999600	82003600	+	14953
chr16	18764500	18768500	+	36456
chr7	52655400	52659400	+	16971
chr13	41894700	41898700	+	31273
chr9	114394800	114398800	+	23225
chr16	38300100	38304100	+	37018
chr1	193819600	193823600	+	2742
chr17	36158900	36162900	+	38477
chr11	99991300	99995300	+	28037
chr12	107016500	107020500	+	30459
chr12	106935300	106939300	+	30454
chr10	80468200	80472200	+	24899
chr10	80814400	80818400	+	24916
chr7	29605050	29609050	+	16636
chr4	135067600	135071600	+	10143
chr17	10641450	10645450	+	37764
chr2	164216700	164220700	+	5436
chr14	71043700	71047700	+	33780
chr4	124733700	124737700	+	9605
chr1	134189900	134193900	+	1571
chr17	43528500	43532500	+	38534
chr11	72957700	72961700	+	27108
chr3	87547500	87551500	+	6983
chr15	76082200	76086200	+	35206
chr2	152436100	152440100	+	5056
chr11	4137800	4141800	+	25744
chr1	72324000	72328000	+	773
chr5	137743200	137747200	+	13494
chr7	26421000	26425000	+	16552
chr4	129801600	129805600	+	9826
chr6	86566400	86570400	+	15083
chr4	116880500	116884500	+	9338
chr1	89399300	89403300	+	1037
chr9	110423700	110427700	+	23144
chr7	27943700	27947700	+	16572
chr15	6829200	6833200	+	34308
chr15	75404200	75408200	+	35174
chr7	51835300	51839300	+	16937
chr1	37671000	37675000	+	357
chr5	8241100	8245100	+	11117
chr2	128696000	128700000	+	4709
chr17	24901500	24905500	+	37931
chr1	74426400	74430400	+	839
chr5	136640300	136644300	+	13444
chr8	46904700	46908700	+	19444
chr10	62182500	62186500	+	24471
chr1	173353900	173357900	+	2314
chr10	128229700	128233700	+	25693
chr1	75395700	75399700	+	862
chr2	155446050	155450050	+	5161
chr17	25382300	25386300	+	37943
chr14	30815800	30819800	+	33145
chr17	46395400	46399400	+	38617
chr4	147365900	147369900	+	10661
chr7	87381600	87385600	+	17421
chr7	24962200	24966200	+	16490
chr10	86243650	86247650	+	25059
chr7	25903600	25907600	+	16531
chr7	135041500	135045500	+	18288
chr7	135027800	135031800	+	18287
chr7	133895900	133899900	+	18243
chr4	141439400	141443400	+	10556
chr4	141536000	141540000	+	10560
chr5	135015300	135019300	+	13341
chr15	82122250	82126250	+	35487
chr2	180719300	180723300	+	6085
chr9	103386900	103390900	+	22955
chr12	109548300	109552300	+	30530
chr2	36089000	36093000	+	3592
chr2	28453200	28457200	+	3188
chr2	28470050	28474050	+	3191
chr7	134083200	134087200	+	18250
chr5	142042700	142046700	+	13661
chr2	164780100	164784100	+	5457
chr7	114761400	114765400	+	17830
chr8	12388800	12392800	+	18919
chr16	35158100	35162100	+	36923
chr16	35229250	35233250	+	36928
chr1	156998800	157002800	+	2046
chr9	21064600	21068600	+	21317
chr11	95125100	95129100	+	27785
chr3	94930500	94934500	+	7120
chr10	84840600	84844600	+	25025
chr15	78996700	79000700	+	35339
chr9	119840900	119844900	+	23399
chr5	113684600	113688600	+	12466
chr7	147261250	147265250	+	18618
chr17	32315200	32319200	+	38384
chr7	29408300	29412300	+	16627
chr7	152016800	152020800	+	18738
chr4	132513500	132517500	+	9955
chr9	108331900	108335900	+	23088
chr7	36236850	36240850	+	16807
chr17	50026700	50030700	+	38773
chr11	72182200	72186200	+	27076
chr7	146761950	146765950	+	18604
chr2	154052400	154056400	+	5114
chr5	136348400	136352400	+	13417
chr5	136314200	136318200	+	13415
chr5	136319200	136323200	+	13416
chr15	74598300	74602300	+	35161
chr5	117858750	117862750	+	12721
chr5	113642100	113646100	+	12462
chr17	27869600	27873600	+	38064
chr19	41807500	41811500	+	41557
chr2	91301100	91305100	+	4204
chr10	61452000	61456000	+	24429
chr15	78771600	78775600	+	35322
chr7	149611400	149615400	+	18669
chr1	75364400	75368400	+	861
chr7	6323200	6327200	+	16333
chr14	102010700	102014700	+	34043
chr14	118637600	118641600	+	34106
chr1	173158600	173162600	+	2306
chr5	27135000	27139000	+	11288
chr2	70960800	70964800	+	3938
chr7	106621300	106625300	+	17732
chr6	29989400	29993400	+	14256
chr1	127564700	127568700	+	1448
chr6	125488150	125492150	+	15872
chr11	118314550	118318550	+	28789
chr18	80499900	80503900	+	40695
chr7	99787100	99791100	+	17598
chr16	20744700	20748700	+	36487
chr19	5493100	5497100	+	40879
chr10	85755900	85759900	+	25050
chr3	89900400	89904400	+	7076
chr3	90011650	90015650	+	7078
chr10	38872700	38876700	+	23948
chr8	72615200	72619200	+	19685
chr19	10304400	10308400	+	41040
chr1	63268300	63272300	+	695
chr1	63237750	63241750	+	692
chr11	115030300	115034300	+	28539
chr11	49470650	49474650	+	26433
chr2	163845900	163849900	+	5427
chr8	74923200	74927200	+	19771
chr2	164643100	164647100	+	5451
chr7	25148300	25152300	+	16491
chr17	56250600	56254600	+	38819
chr3	95036800	95040800	+	7125
chr2	117171800	117175800	+	4502
chr1	135148700	135152700	+	1650
chr8	28089100	28093100	+	19185
chr15	99040600	99044600	+	35930
chr3	89563000	89567000	+	7060
chr11	75676500	75680500	+	27177
chr15	94515300	94519300	+	35770
chr9	44241900	44245900	+	21727
chrX	130213700	130217700	+	42360
chr3	94291200	94295200	+	7101
chr9	43899800	43903800	+	21719
chr2	152589200	152593200	+	5062
chr4	135984400	135988400	+	10199
chr2	91758900	91762900	+	4215
chr7	31508700	31512700	+	16722
chr15	97666900	97670900	+	35874
chr7	26140650	26144650	+	16545
chr4	149067550	149071550	+	10771
chr10	128340200	128344200	+	25695
chr9	48159700	48163700	+	21861
chr2	32617500	32621500	+	3437
chr2	32633800	32637800	+	3439
chr7	26093550	26097550	+	16543
chr13	81840200	81844200	+	32120
chr11	101128900	101132900	+	28092
chr8	125739200	125743200	+	20943
chr8	125729000	125733000	+	20942
chr17	23956700	23960700	+	37902
chr2	157178100	157182100	+	5245
chr5	98975900	98979900	+	12111
chr11	62409800	62413800	+	26843
chr8	97221200	97225200	+	20211
chr18	12877700	12881700	+	39600
chr8	73323600	73327600	+	19726
chr5	115413000	115417000	+	12607
chr2	76237550	76241550	+	4099
chr13	56713600	56717600	+	31778
chr19	4110250	4114250	+	40846
chr4	148504800	148508800	+	10730
chr15	100759100	100763100	+	36039
chr8	87543900	87547900	+	19969
chr19	4208400	4212400	+	40847
chr19	4218550	4222550	+	40848
chr2	167829100	167833100	+	5677
chr4	126213900	126217900	+	9696
chr2	163255900	163259900	+	5401
chr13	95979500	95983500	+	32225
chr2	37633300	37637300	+	3600
chr9	103424800	103428800	+	22959
chr13	42389500	42393500	+	31277
chr5	34635400	34639400	+	11426
chr10	127828950	127832950	+	25674
chr11	6497100	6501100	+	25848
chr5	23865050	23869050	+	11244
chr6	146461000	146465000	+	16233
chr16	44566300	44570300	+	37091
chr18	61207600	61211600	+	40281
chr3	88266400	88270400	+	7008
chr11	94386300	94390300	+	27741
chr2	152204000	152208000	+	5051
chr1	4958700	4962700	+	16
chr2	84497300	84501300	+	4161
chr17	84032350	84036350	+	39197
chr4	125957000	125961000	+	9691
chr4	125988900	125992900	+	9692
chr1	196645300	196649300	+	2799
chr10	80299500	80303500	+	24890
chr10	80292100	80296100	+	24889
chr7	86962400	86966400	+	17382
chr1	154657800	154661800	+	1942
chr1	95122550	95126550	+	1259
chr4	153913100	153917100	+	11012
chr4	153974500	153978500	+	11015
chr7	52349700	52353700	+	16956
chr10	34018500	34022500	+	23920
chr8	91053000	91057000	+	20076
chr2	118481400	118485400	+	4520
chr17	45788200	45792200	+	38575
chr3	101094300	101098300	+	7252
chr1	192932900	192936900	+	2709
chr19	10050300	10054300	+	41024
chr18	61834200	61838200	+	40297
chr17	36008300	36012300	+	38473
chr7	148405400	148409400	+	18640
chr2	113662800	113666800	+	4460
chr11	114743250	114747250	+	28533
chr4	126993250	126997250	+	9721
chr1	14302000	14306000	+	123
chr8	72626800	72630800	+	19687
chr5	138060800	138064800	+	13509
chr1	37267700	37271700	+	347
chr15	75817500	75821500	+	35194
chr5	123139600	123143600	+	12972
chr6	83739500	83743500	+	14998
chr11	97838300	97842300	+	27966
chr9	60275800	60279800	+	22155
chr9	59809800	59813800	+	22150
chr10	128376200	128380200	+	25696
chr11	77258600	77262600	+	27234
chr15	76042400	76046400	+	35205
chr11	72038200	72042200	+	27071
chr11	73131400	73135400	+	27111
chr7	51966800	51970800	+	16943
chr3	65473200	65477200	+	6735
chr6	115762700	115766700	+	15640
chr4	62288100	62292100	+	8771
chr5	110777300	110781300	+	12343
chr3	5209050	5213050	+	6104
chr9	69210200	69214200	+	22494
chr7	148836200	148840200	+	18653
chr2	130991100	130995100	+	4757
chr3	94271000	94275000	+	7100
chr1	174232200	174236200	+	2351
chr6	125301400	125305400	+	15850
chr17	29039500	29043500	+	38161
chr17	29055900	29059900	+	38162
chr2	25908700	25912700	+	3088
chr2	25971950	25975950	+	3094
chr4	106254200	106258200	+	9177
chr5	77654700	77658700	+	11972
chr11	87433950	87437950	+	27568
chr8	18935000	18939000	+	19029
chr2	31941600	31945600	+	3393
chr10	79776900	79780900	+	24861
chr5	34057250	34061250	+	11419
chr8	120809700	120813700	+	20690
chr4	125818300	125822300	+	9686
chr4	125831500	125835500	+	9687
chr11	109336300	109340300	+	28385
chr5	148773300	148777300	+	13910
chr16	31432500	31436500	+	36796
chr4	108046700	108050700	+	9246
chr4	82153750	82157750	+	8853
chr17	47555650	47559650	+	38677
chr7	25447600	25451600	+	16505
chr9	15047500	15051500	+	21265
chr19	46784700	46788700	+	41750
chr16	3841550	3845550	+	36116
chr1	135597200	135601200	+	1673
chr9	107494200	107498200	+	23048
chr6	125001700	125005700	+	15840
chr11	64964000	64968000	+	26909
chr17	31339900	31343900	+	38307
chr14	121898100	121902100	+	34212
chr15	31490550	31494550	+	34596
chr15	72741000	72745000	+	35075
chr4	151694950	151698950	+	10922
chr2	181040400	181044400	+	6088
chr4	129652400	129656400	+	9819
chr9	44731600	44735600	+	21745
chr2	24781800	24785800	+	3073
chr7	31111800	31115800	+	16708
chr7	31082950	31086950	+	16707
chr8	122076400	122080400	+	20727
chr11	98059300	98063300	+	27973
chr1	182882200	182886200	+	2511
chr11	101628200	101632200	+	28119
chr14	26358900	26362900	+	33022
chr11	49950500	49954500	+	26445
chr7	52106900	52110900	+	16948
chr7	19937900	19941900	+	16444
chr12	70829500	70833500	+	29633
chr2	29622200	29626200	+	3248
chr2	77125750	77129750	+	4116
chr7	4697300	4701300	+	16316
chr7	63103800	63107800	+	17102
chr16	21209100	21213100	+	36506
chr5	111212000	111216000	+	12359
chr5	142880100	142884100	+	13687
chr5	142931100	142935100	+	13695
chr1	133990400	133994400	+	1550
chr4	42975800	42979800	+	8359
chr17	56360200	56364200	+	38822
chr5	136461000	136465000	+	13429
chr7	89895900	89899900	+	17522
chr12	3576700	3580700	+	28947
chr12	3693600	3697600	+	28954
chr8	73005500	73009500	+	19706
chr15	78622600	78626600	+	35307
chr15	78606900	78610900	+	35304
chr6	115737000	115741000	+	15639
chr10	87843900	87847900	+	25077
chr10	76971000	76975000	+	24776
chr2	156669400	156673400	+	5221
chr2	156673300	156677300	+	5222
chr17	27102800	27106800	+	38002
chr7	52319700	52323700	+	16955
chr14	68543900	68547900	+	33708
chr10	43633700	43637700	+	24142
chr5	140857700	140861700	+	13621
chr11	60232300	60236300	+	26753
chr15	84824800	84828800	+	35605
chr11	77894900	77898900	+	27274
chr6	39342700	39346700	+	14486
chr3	145654100	145658100	+	7888
chr9	108474300	108478300	+	23093
chr6	134119200	134123200	+	15976
chr6	133991600	133995600	+	15965
chr6	134191100	134195100	+	15985
chr17	57068800	57072800	+	38855
chr2	33318800	33322800	+	3487
chr7	19978800	19982800	+	16446
chr5	125923100	125927100	+	13097
chr7	109393200	109397200	+	17807
chr15	76291900	76295900	+	35213
chr15	76214500	76218500	+	35209
chr17	32178250	32182250	+	38380
chr2	150709400	150713400	+	5014
chr12	113002700	113006700	+	30665
chr14	57404200	57408200	+	33467
chr16	33382950	33386950	+	36871
chr2	38677300	38681300	+	3625
chr2	38705500	38709500	+	3626
chr5	123812400	123816400	+	13007
chrX	20511000	20515000	+	42150
chr5	115756600	115760600	+	12629
chr13	49306000	49310000	+	31516
chr11	96712600	96716600	+	27879
chr3	89185100	89189100	+	7040
chr9	118955000	118959000	+	23368
chr18	61372800	61376800	+	40284
chr8	97382950	97386950	+	20218
chr9	50297100	50301100	+	21923
chr7	134153100	134157100	+	18254
chr10	125404400	125408400	+	25612
chr10	82290800	82294800	+	24941
chr16	62806150	62810150	+	37190
chr3	90027200	90031200	+	7079
chr16	4536200	4540200	+	36132
chr16	4565800	4569800	+	36136
chr17	26236300	26240300	+	37972
chr4	125775500	125779500	+	9684
chr8	37159900	37163900	+	19351
chr2	168554700	168558700	+	5728
chr5	104324900	104328900	+	12231
chr18	83146500	83150500	+	40772
chr1	13320700	13324700	+	101
chr2	167751700	167755700	+	5672
chr2	157975800	157979800	+	5300
chr3	9614100	9618100	+	6170
chr8	13984300	13988300	+	18982
chr13	59866150	59870150	+	31886
chr16	33070850	33074850	+	36853
chr4	132014100	132018100	+	9929
chr4	19947700	19951700	+	8163
chr13	51856750	51860750	+	31573
chr14	35109600	35113600	+	33231
chr11	66842400	66846400	+	26925
chr12	92917700	92921700	+	30221
chr11	107243000	107247000	+	28331
chr11	107268700	107272700	+	28336
chr11	107200200	107204200	+	28324
chr11	107342300	107346300	+	28344
chr3	107741150	107745150	+	7438
chr11	105809800	105813800	+	28263
chr5	3466000	3470000	+	11098
chr2	30203950	30207950	+	3275
chr18	23970100	23974100	+	39691
chr18	14834800	14838800	+	39636
chr12	25327100	25331100	+	29230
chr6	72049000	72053000	+	14862
chr3	95995300	95999300	+	7151
chr2	172688200	172692200	+	5914
chr10	126472700	126476700	+	25629
chr4	43569700	43573700	+	8372
chr8	127475100	127479100	+	21022
chr8	127427300	127431300	+	21019
chr7	3572000	3576000	+	16302
chr11	70777000	70781000	+	27038
chr12	4603600	4607600	+	29007
chr11	118209000	118213000	+	28783
chr18	64640700	64644700	+	40334
chr17	37132100	37136100	+	38496
chr5	140542300	140546300	+	13602
chr5	140692100	140696100	+	13616
chr19	5266950	5270950	+	40872
chr10	79884400	79888400	+	24866
chr7	16864200	16868200	+	16387
chr9	61227000	61231000	+	22203
chr15	79511200	79515200	+	35371
chr18	31975650	31979650	+	39773
chr14	76148850	76152850	+	33830
chr17	79129500	79133500	+	39096
chr17	79148500	79152500	+	39097
chr10	61235300	61239300	+	24413
chr11	78129400	78133400	+	27283
chr4	149322400	149326400	+	10794
chr15	78737800	78741800	+	35321
chr7	86062800	86066800	+	17337
chr4	133141800	133145800	+	10014
chr7	134915800	134919800	+	18280
chr6	4858700	4862700	+	14075
chr17	26048800	26052800	+	37967
chr11	116967200	116971200	+	28673
chr7	19819600	19823600	+	16439
chr9	43932200	43936200	+	21721
chr4	139165400	139169400	+	10405
chr4	139138800	139142800	+	10401
chr11	98803800	98807800	+	28011
chr13	99074800	99078800	+	32337
chr8	72815800	72819800	+	19697
chr3	153578300	153582300	+	7999
chr7	72998700	73002700	+	17193
chr12	113859700	113863700	+	30698
chr7	114354750	114358750	+	17818
chr18	35426500	35430500	+	39872
chr10	79571000	79575000	+	24848
chr2	26448700	26452700	+	3124
chr14	56465300	56469300	+	33451
chr3	122165100	122169100	+	7609
chr5	122722200	122726200	+	12947
chr5	120944500	120948500	+	12857
chr3	151997400	152001400	+	7961
chr6	125117700	125121700	+	15845
chr1	53347900	53351900	+	526
chr1	53237600	53241600	+	525
chr18	47516800	47520800	+	40107
