chr7	132509374	132514374	+	0.00528629	NM_001145759	0
chr15	63708113	63713113	-	0.00531097	NM_183194	0
chr4	143306357	143311357	+	0.00540175	NM_001085412	0
chr15	63741852	63746852	-	0.00545878	NM_028992	0
chr15	63674731	63679731	-	0.00547717	NM_177912	0
chr4	106403519	106408519	+	0.00561115	NM_146149	0
chr2	174466034	174471034	+	0.00564119	NM_001099328	0
chr3	152643171	152648171	-	0.00569089	NM_012028	0
chr10	27334748	27339748	-	0.00569521	NM_008481	0
chr4	49560355	49565355	-	0.00582493	NM_144903	0
chr12	59309790	59314790	+	0.00588064	NM_009216	0
chr7	135203153	135208153	+	0.0059054	NM_008401	0
chr7	135203153	135208153	+	0.00591211	NM_001082960	0
chr9	105860974	105865974	-	0.00594879	NM_001167923	0
chr14	66042046	66047046	-	0.00600638	NM_010932	0
chr1	72745138	72750138	-	0.0060333	NM_176980	0
chr12	105347933	105352933	+	0.00610305	NM_001167705	0
chr1	135203399	135208399	+	0.00617595	NM_026680	0
chr5	138310986	138315986	-	0.00629557	NM_001024932	0
chr13	101220819	101225819	-	0.00636603	NM_008670	0
chr2	58175218	58180218	-	0.00638853	NM_001033369	0
chr1	82580495	82585495	+	0.00642489	NM_007734	0
chr11	67010615	67015615	+	0.00647389	NM_030679	0
chr5	64037341	64042341	+	0.00648135	NM_177006	0
chr13	111068414	111073414	-	0.00650881	NM_023852	0
chr7	22704308	22709308	-	0.00659866	NM_001034904	0
chr7	23927497	23932497	-	0.00659866	NM_001034904	0
chr11	69048524	69053524	-	0.00663928	NM_008192	0
chr11	41994432	41999432	-	0.00665307	NM_010250	0
chr7	110562209	110567209	+	0.00670365	NM_010089	0
chr12	35666432	35671432	+	0.00678764	NM_029294	0
chr15	82622675	82627675	-	0.00691556	NM_029562	0
chr7	110399019	110404019	-	0.00694511	NM_001001559	0
chr13	21382555	21387555	-	0.00698348	NM_010343	0
chr15	82382527	82387527	+	0.00700498	NM_201360	0
chr17	7555045	7560045	-	0.0070093	NM_001098267	0
chr5	94497571	94502571	-	0.00713682	NM_198667	0
chr5	96163192	96168192	-	0.00713682	NM_198667	0
chr7	19637035	19642035	+	0.00715028	NM_001159671	0
chr13	100970047	100975047	-	0.00718188	NM_001126182	0
chr14	31979827	31984827	-	0.0071955	NM_138672	0
chr13	50343677	50348677	-	0.00721833	NM_001033438	0
chr4	49069333	49074333	+	0.00733394	NM_178756	0
chr14	29828393	29833393	+	0.00755833	NM_176920	0
chr7	111060575	111065575	+	0.00764009	NM_146959	0
chr4	143488283	143493283	-	0.00765036	NM_001085414	0
chr7	111793819	111798819	-	0.00781325	NM_147049	0
chr10	5732495	5737495	-	0.00790189	NM_007956	0
chr3	125104008	125109008	+	0.00790779	NM_022565	0
chr4	100148471	100153471	+	0.00792759	NM_001033773	0
chr6	121421696	121426696	-	0.00808653	NM_001033354	0
chr14	3221445	3226445	+	0.0080911	NM_177135	0
chr7	5300637	5305637	-	0.00810525	NM_177690	0
chr7	24083210	24088210	+	0.00815797	NM_001004194	0
chr4	41833783	41838783	+	0.0082635	NM_001085530	0
chr4	42532970	42537970	+	0.0082635	NM_001085530	0
chr8	83131937	83136937	+	0.0083477	NM_001167898	0
chr5	105773491	105778491	-	0.00840494	NM_001039647	0
chr15	80114667	80119667	+	0.00845118	NM_001044308	0
chr1	20606138	20611138	-	0.00855691	NM_153179	0
chr15	55136304	55141304	+	0.00857948	NM_181277	0
chr14	41996487	42001487	-	0.00858573	NM_009160	0
chr10	127235208	127240208	+	0.00860046	NM_009040	0
chr15	44286098	44291098	+	0.00868386	NM_138674	0
chr10	68993455	68998455	+	0.00869425	NM_170689	0
chr6	18117686	18122686	+	0.00877409	NM_021050	0
chr17	18021787	18026787	+	0.00877785	NM_008039	0
chr13	24503991	24508991	+	0.00882219	NM_007717	0
chr7	27317083	27322083	+	0.00882324	NM_001048220	0
chrX	70456703	70461703	+	0.00883237	NM_021365	0
chr5	138275506	138280506	-	0.00885833	NM_153510	0
chr5	109724575	109729575	-	0.00885988	NM_001104626	0
chr6	42545371	42550371	-	0.00887147	NM_203396	0
chr5	109524883	109529883	-	0.00911546	NM_001104623	0
chr5	109619126	109624126	-	0.00911546	NM_001104624	0
chr3	15424427	15429427	-	0.00923384	NM_001002898	0
chr13	13873805	13878805	+	0.00929591	NM_010317	0
chr17	18104421	18109421	+	0.00932467	NM_008042	0
chr2	31739800	31744800	+	0.00932747	NM_011836	0
chr5	3842172	3847172	+	0.00934946	NM_172879	0
chr15	78969681	78974681	-	0.00938957	NM_138581	0
chr1	6717131	6722131	+	0.00943567	NM_173868	0
chr13	105843010	105848010	-	0.00949071	NM_029879	0
chr5	103638353	103643353	-	0.00951997	NM_009158	0
chr1	162081706	162086706	-	0.00952503	NM_177839	0
chrX	70653441	70658441	+	0.00962113	NM_009566	0
chr10	114236426	114241426	-	0.00966653	NM_146241	0
chr5	103638353	103643353	-	0.00967514	NM_001081567	0
chr3	117061794	117066794	-	0.00972089	NM_177664	0
chr13	32871648	32876648	-	0.00980533	NM_001166030	0
chr9	52485534	52490534	-	0.00984723	NM_178906	0
chr5	120281671	120286671	+	0.00988743	NM_011537	0
chr3	59726135	59731135	+	0.00989253	NM_177661	0
chr10	78335293	78340293	+	0.00990949	NM_207571	0
chr15	91020238	91025238	-	0.00998409	NM_011994	0
chr13	99951777	99956777	+	0.0100037	NM_001004149	0
chr14	94285951	94290951	-	0.0100112	NM_001081377	0
chr17	31332694	31337694	-	0.0100842	NM_080727	0
chr2	87443368	87448368	+	0.0101121	NM_146838	0
chr1	15299532	15304532	+	0.0104185	NM_001098528	0
chr17	13322657	13327657	-	0.010439	NM_199252	0
chr12	113724658	113729658	+	0.0104667	NM_177039	0
chr11	119407134	119412134	-	0.0104678	NM_008730	0
chr9	14914552	14919552	-	0.0105136	NM_001164797	0
chr1	87543624	87548624	+	0.0105432	NM_013673	0
chr11	110111090	110116090	-	0.0105638	NM_147218	0
chr8	44782845	44787845	-	0.0107606	NM_001079931	0
chr1	101666341	101671341	+	0.0108031	NM_172851	0
chr4	143122856	143127856	+	0.0108138	NM_001113735	0
chr4	143138602	143143602	+	0.0108138	NM_001113735	0
chr4	143154369	143159369	+	0.0108189	NM_001007579	0
chr3	87597872	87602872	+	0.0108412	NM_011832	0
chr18	15560193	15565193	-	0.0108839	NM_009700	0
chr2	120909495	120914495	-	0.0109009	NM_028799	0
chr15	64751858	64756858	-	0.0109768	NM_009623	0
chr18	37646118	37651118	+	0.0109768	NM_053143	0
chr11	34211821	34216821	+	0.010992	NM_001025382	0
chr15	83893779	83898779	-	0.0110359	NM_029946	0
chr12	86037757	86042757	-	0.0110405	NM_001033334	0
chr4	143098245	143103245	+	0.0110716	NM_001039595	0
chr3	156221757	156226757	+	0.0110957	NM_001039094	0
chr13	24933999	24938999	+	0.0111135	NM_001081051	0
chr5	138297277	138302277	-	0.011153	NM_133209	0
chr7	53283656	53288656	-	0.0111561	NM_018795	0
chr1	95884085	95889085	+	0.0112107	NM_001039219	0
chrX	144612266	144617266	+	0.011219	NM_001081648	0
chrX	146373197	146378197	+	0.0112301	NM_001122735	0
chr7	144504128	144509128	-	0.0113159	NM_010096	0
chr13	65003196	65008196	-	0.0113623	NM_001081129	0
chr7	16825680	16830680	-	0.0113638	NM_001146005	0
chr15	78546543	78551543	-	0.0113787	NM_183141	0
chr13	37434213	37439213	+	0.0114218	NM_010745	0
chr4	143686782	143691782	+	0.011472	NM_001085419	0
chr4	143646028	143651028	+	0.0115007	NM_001001319	0
chr11	116634821	116639821	-	0.0115344	NM_011371	0
chrX	145095146	145100146	+	0.0115376	NM_001114400	0
chr5	31249478	31254478	+	0.0115687	NM_021304	0
chrX	35181862	35186862	+	0.0115728	NM_001025086	0
chr1	58332169	58337169	+	0.0115836	NM_001008419	0
chr2	136211703	136216703	-	0.0115885	NM_172858	0
chr15	78153419	78158419	+	0.0116079	NM_007780	0
chr8	17533385	17538385	-	0.0116218	NM_053171	0
chr13	31714684	31719684	+	0.0116611	NM_010225	0
chr18	37653651	37658651	+	0.0117335	NM_053144	0
chr13	30838126	30843126	+	0.0118112	NM_013674	0
chr11	94691316	94696316	-	0.0118203	NM_001163172	0
chr3	45179319	45184319	+	0.0119258	NM_011043	0
chr1	175808318	175813318	-	0.0119309	NM_001170853	0
chr1	125940136	125945136	-	0.011949	NM_199021	0
chr8	30328108	30333108	-	0.0119982	NM_153135	0
chr9	49055635	49060635	+	0.0120271	NM_177701	0
chr2	87294323	87299323	+	0.0120382	NM_146837	0
chr2	87412242	87417242	+	0.0120382	NM_001011836	0
chr11	65980053	65985053	-	0.012047	NM_001099633	0
chr2	26825935	26830935	+	0.0120768	NM_001001322	0
chr7	127880070	127885070	+	0.0120927	NM_177697	0
chr17	68620136	68625136	+	0.0121033	NM_177278	0
chr11	67048530	67053530	+	0.01215	NM_010855	0
chr12	59368245	59373245	-	0.0121859	NM_025809	0
chr10	78414951	78419951	+	0.012193	NM_207201	0
chr4	122907798	122912798	+	0.0122047	NM_013905	0
chr11	53839592	53844592	-	0.0122081	NM_019687	0
chr6	85779884	85784884	-	0.0122192	NM_023455	0
chr16	9990626	9995626	-	0.0122588	NM_008170	0
chr9	32149822	32154822	-	0.0123025	NM_010605	0
chr17	28992355	28997355	+	0.0123381	NM_001034885	0
chr2	120069071	120074071	-	0.0123547	NM_177845	0
chr15	77275890	77280890	-	0.012389	NM_001024848	0
chr15	77526318	77531318	+	0.012389	NM_001134802	0
chr4	113670108	113675108	-	0.0124773	NM_001167878	0
chr2	11561418	11566418	+	0.0124942	NM_008367	0
chr3	29910126	29915126	-	0.0125112	NM_007963	0
chr3	103376203	103381203	+	0.0125253	NM_018800	0
chr3	151498492	151503492	-	0.012531	NM_008966	0
chrX	158151967	158156967	+	0.0125524	NM_001103367	0
chr8	68139423	68144423	+	0.0125995	NM_175188	0
chr3	98616366	98621366	-	0.0126261	NM_013821	0
chr7	51354661	51359661	+	0.0126261	NM_010642	0
chr3	98526466	98531466	-	0.0126401	NM_153193	0
chr17	24607828	24612828	+	0.0126699	NM_175682	0
chr13	23204599	23209599	-	0.0126824	NM_134239	0
chr13	23274393	23279393	-	0.0126824	NM_134237	0
chr2	163369923	163374923	+	0.012692	NM_008261	0
chr12	90188833	90193833	+	0.0127229	NM_172544	0
chr6	124517447	124522447	+	0.0127379	NM_001113356	0
chr12	92636432	92641432	+	0.0128274	NM_011648	0
chr17	34610882	34615882	-	0.01292	NM_030746	0
chr4	139386883	139391883	-	0.0129385	NM_011039	0
chr17	7526045	7531045	+	0.0129494	NM_011553	0
chr4	59971537	59976537	-	0.0130012	NM_008648	0
chr4	61494214	61499214	-	0.013046	NM_008649	0
chr15	66499331	66504331	+	0.0131133	NM_009375	0
chr3	129033667	129038667	-	0.0131445	NM_007934	0
chr10	10800129	10805129	-	0.0131476	NM_016976	0
chr7	51248248	51253248	+	0.0132126	NM_010640	0
chr7	51468844	51473844	+	0.0132126	NM_008456	0
chr7	113100484	113105484	-	0.0132164	NM_001039160	0
chr7	113356854	113361854	-	0.0132164	NM_001039160	0
chr17	59128798	59133798	-	0.0132515	NM_027001	0
chr1	131166880	131171880	+	0.0132622	NM_172485	0
chr2	90955300	90960300	+	0.0133282	NM_008653	0
chr12	105363205	105368205	+	0.0133286	NM_173024	0
chr13	54849030	54854030	-	0.0133571	NM_012014	0
chr19	20800046	20805046	-	0.0133933	NM_011921	0
chr5	137916292	137921292	-	0.0134252	NM_011741	0
chr11	16906721	16911721	-	0.013435	NM_019549	0
chr5	141474550	141479550	-	0.0134513	NM_175362	0
chr9	16180675	16185675	-	0.0134669	NM_001080814	0
chr3	151097845	151102845	+	0.013471	NM_133222	0
chr11	82199401	82204401	+	0.0134743	NM_023438	0
chr1	21355411	21360411	+	0.0134788	NM_001033904	0
chr3	153633399	153638399	+	0.0135039	NM_001081263	0
chr2	76818604	76823604	-	0.0135325	NM_011652	0
chr6	137356241	137361241	+	0.0135535	NM_001164403	0
chr7	51459804	51464804	+	0.0135753	NM_010915	0
chr11	48790900	48795900	-	0.0136252	NM_173434	0
chr17	57415522	57420522	+	0.0136539	NM_001163816	0
chr14	96916253	96921253	-	0.013664	NM_053105	0
chr9	73779374	73784374	-	0.0136928	NM_001081153	0
chrX	70340434	70345434	-	0.0138143	NM_001110784	0
chr4	111751074	111756074	+	0.0138383	NM_178786	0
chrX	109204128	109209128	+	0.0139254	NM_031382	0
chr6	128881398	128886398	+	0.0139534	NM_027562	0
chr5	71231856	71236856	-	0.0139778	NM_010252	0
chr13	93912679	93917679	-	0.0140077	NM_023821	0
chr1	175959886	175964886	-	0.0141055	NM_172648	0
chr2	180231680	180236680	+	0.0141246	NM_018766	0
chr5	84844407	84849407	-	0.0142062	NM_007937	0
chrX	83499558	83504558	-	0.0142142	NM_001033492	0
chr10	79954650	79959650	+	0.0142222	NM_139226	0
chr17	40343554	40348554	-	0.0142916	NM_031190	0
chr6	136728263	136733263	-	0.0143147	NM_145067	0
chr7	147691217	147696217	-	0.0143214	NM_146520	0
chr1	132720260	132725260	+	0.0143779	NM_011082	0
chr1	90200286	90205286	+	0.0143891	NM_134252	0
chr11	94642017	94647017	-	0.0144204	NM_001034896	0
chr2	58010533	58015533	-	0.0144555	NM_139200	0
chr11	34106089	34111089	-	0.014498	NM_023907	0
chr1	177625723	177630723	+	0.0145023	NM_029453	0
chr5	30887542	30892542	+	0.0145176	NM_010608	0
chr8	122157580	122162580	-	0.0145328	NM_025734	0
chr19	54116671	54121671	+	0.0145519	NM_007417	0
chr9	123585950	123590950	-	0.0145672	NM_139142	0
chr7	52195609	52200609	+	0.0145731	NM_011651	0
chr9	23024519	23029519	+	0.0145826	NM_028472	0
chr9	23899461	23904461	+	0.0145903	NM_175678	0
chr7	26955427	26960427	+	0.0146991	NM_010000	0
chr7	26843513	26848513	+	0.014707	NM_007813	0
chr1	173486323	173491323	+	0.0147184	NM_018729	0
chr7	26679682	26684682	+	0.0147384	NM_009999	0
chrX	163766460	163771460	-	0.0147656	NM_133211	0
chr16	97575334	97580334	+	0.0148051	NM_019517	0
chr9	76169385	76174385	-	0.0148369	NM_198962	0
chr9	105997022	106002022	-	0.0148728	NM_026763	0
chr8	13402080	13407080	+	0.0148908	NM_011881	0
chr10	51913050	51918050	-	0.0149471	NM_011282	0
chr1	5905479	5910479	-	0.0149856	NM_010342	0
chr16	94082504	94087504	+	0.0150714	NM_011377	0
chr9	42206012	42211012	-	0.0150775	NM_009347	0
chr1	140742156	140747156	-	0.0151208	NM_010714	0
chr10	77430617	77435617	-	0.0151726	NM_138301	0
chr1	133637598	133642598	+	0.0151956	NM_177243	0
chr16	95076297	95081297	-	0.0152081	NM_001025590	0
chr3	98564333	98569333	-	0.0152699	NM_001012306	0
chr11	53291697	53296697	-	0.015288	NM_183173	0
chr3	36119197	36124197	-	0.0153194	NM_198192	0
chr2	165058237	165063237	-	0.0154244	NM_174988	0
chr3	105252247	105257247	+	0.0154308	NM_001039347	0
chr11	11011018	11016018	+	0.0154589	NM_177033	0
chr9	89801612	89806612	+	0.0154763	NM_011245	0
chr16	88288503	88293503	-	0.0154805	NM_010348	0
chr1	178203443	178208443	-	0.0154892	NM_176916	0
chr18	86561343	86566343	+	0.0156646	NM_144946	0
chr13	54149027	54154027	-	0.015678	NM_010076	0
chr7	52195609	52200609	+	0.0156918	NM_001077591	0
chr18	66127832	66132832	-	0.015712	NM_145493	0
chr1	175557989	175562989	+	0.015817	NM_175026	0
chr17	55886248	55891248	+	0.0158441	NM_139138	0
chr8	15008024	15013024	+	0.0158714	NM_029116	0
chr2	54285797	54290797	+	0.0158805	NM_173030	0
chr18	7295899	7300899	-	0.0159079	NM_001081393	0
chr2	120860491	120865491	-	0.0159308	NM_013513	0
chr3	109944390	109949390	-	0.0160021	NM_001163351	0
chr11	42960378	42965378	+	0.0160139	NM_176999	0
chr19	11479150	11484150	+	0.0160222	NM_029499	0
chr2	119148519	119153519	+	0.0160278	NM_019454	0
chr18	70299244	70304244	-	0.0160884	NM_001082553	0
chr5	121308430	121313430	+	0.0162391	NM_145228	0
chr7	73570363	73575363	-	0.0162682	NM_053080	0
chr4	42927122	42932122	+	0.0163018	NM_172690	0
chr11	94101893	94106893	-	0.0163066	NM_181819	0
chr19	11590048	11595048	+	0.0163546	NM_027209	0
chr6	131261845	131266845	-	0.0163741	NM_172891	0
chr2	155779293	155784293	+	0.0163893	NM_177217	0
chr4	143538919	143543919	-	0.0164033	NM_001126315	0
chr1	172855714	172860714	-	0.0164117	NM_145141	0
chr19	41279264	41284264	-	0.0164179	NM_011904	0
chr6	87538695	87543695	-	0.0164418	NM_021381	0
chr7	20471314	20476314	-	0.016457	NM_177036	0
chr13	56994949	56999949	-	0.0165654	NM_012035	0
chr1	87939437	87944437	+	0.0165812	NM_001144992	0
chr6	116664776	116669776	-	0.0165853	NM_178768	0
chr1	87939437	87944437	+	0.0166541	NM_001144993	0
chr9	106556440	106561440	-	0.0166602	NM_001160353	0
chr2	66276894	66281894	-	0.0166784	NM_018733	0
chr1	109422579	109427579	+	0.0166904	NM_001160307	0
chr2	180067384	180072384	-	0.016751	NM_008093	0
chr2	170320638	170325638	-	0.0167815	NM_009996	0
chr5	38869545	38874545	-	0.0168229	NM_001102415	0
chr5	124328029	124333029	-	0.0168377	NM_175520	0
chr16	45221449	45226449	+	0.016869	NM_001037719	0
chr9	7625230	7630230	+	0.016884	NM_013903	0
chr15	91401692	91406692	-	0.0169124	NM_001033633	0
chr5	38891391	38896391	-	0.0169194	NM_145559	0
chr5	14511917	14516917	+	0.0169242	NM_011995	0
chr11	62657624	62662624	+	0.0169305	NM_001033669	0
chr1	172855714	172860714	-	0.0169584	NM_001160215	0
chr9	8541141	8546141	+	0.016972	NM_013838	0
chr11	36755745	36760745	-	0.01704	NM_011856	0
chr11	76490374	76495374	+	0.0170874	NM_177709	0
chr11	121688531	121693531	+	0.0171032	NM_029049	0
chr13	65015713	65020713	+	0.0171085	NM_030047	0
chr7	149556164	149561164	-	0.0171244	NM_177265	0
chr14	125074349	125079349	-	0.0171563	NM_207667	0
chr8	80958551	80963551	-	0.0172204	NM_138944	0
chrX	93905806	93910806	+	0.0173174	NM_029536	0
chr16	45221449	45226449	+	0.017343	NM_177584	0
chr14	45477050	45482050	-	0.0173555	NM_008962	0
chr15	99115611	99120611	-	0.0173555	NM_001081254	0
chr14	70927627	70932627	+	0.0173937	NM_145219	0
chr1	156571050	156576050	-	0.0174252	NM_009782	0
chr4	21611110	21616110	-	0.0174266	NM_001080771	0
chr14	84840369	84845369	+	0.0174504	NM_001013753	0
chr13	83640032	83645032	+	0.0174899	NM_025282	0
chr13	50735596	50740596	+	0.0175286	NM_001033770	0
chr11	34595325	34600325	-	0.0175844	NM_033374	0
chr8	9769023	9774023	-	0.017604	NM_173446	0
chr18	64411012	64416012	+	0.0176152	NM_009182	0
chr5	7957471	7962471	+	0.0176152	NM_054098	0
chr11	98188959	98193959	-	0.0176321	NM_010895	0
chr16	56201425	56206425	+	0.0176504	NM_174876	0
chr7	138172589	138177589	+	0.0176776	NM_007769	0
chr17	33052023	33057023	-	0.01772	NM_022434	0
chrX	110408864	110413864	+	0.0177314	NM_001142570	0
chr7	152497739	152502739	+	0.0177452	NM_203490	0
chr8	65427242	65432242	+	0.0177909	NM_023689	0
chr1	158237865	158242865	+	0.0177966	NM_130456	0
chr6	103457869	103462869	+	0.0178318	NM_007697	0
chr6	59374284	59379284	-	0.0178425	NM_183183	0
chr5	30530262	30535262	-	0.0178483	NM_001014394	0
chr6	71320420	71325420	+	0.0178483	NM_009857	0
chr13	3920940	3925940	+	0.0178714	NM_001033879	0
chr6	124836227	124841227	-	0.0178714	NM_013488	0
chr9	32346953	32351953	-	0.0179177	NM_008026	0
chr11	60279840	60284840	+	0.0179498	NM_182698	0
chr3	145769000	145774000	-	0.0179526	NM_172864	0
chr6	55398973	55403973	+	0.0179613	NM_001025372	0
chr10	75021075	75026075	-	0.0180183	NM_198860	0
chr16	57069459	57074459	-	0.0180345	NM_183281	0
chr8	48069278	48074278	+	0.0180463	NM_177304	0
chr12	101199708	101204708	+	0.0180758	NM_146037	0
chr4	139206452	139211452	+	0.0181589	NM_031873	0
chr7	116649648	116654648	-	0.0181768	NM_181853	0
chrX	69234213	69239213	+	0.0182067	NM_007724	0
chr19	59291137	59296137	+	0.0182427	NM_207261	0
chr7	150290158	150295158	+	0.0182608	NM_008434	0
chr6	63203850	63208850	+	0.018291	NM_008167	0
chr14	31164672	31169672	-	0.0183022	NM_001083616	0
chr7	27177262	27182262	-	0.0183152	NM_001042612	0
chr15	77556501	77561501	+	0.0184427	NM_173743	0
chr16	37383044	37388044	-	0.0184542	NM_001114612	0
chr2	71816343	71821343	+	0.0185486	NM_019688	0
chr13	92014490	92019490	-	0.0185668	NM_198415	0
chrX	70486469	70491469	-	0.0186036	NM_183094	0
chr14	75037646	75042646	+	0.0186173	NM_172812	0
chr3	88171642	88176642	-	0.0186188	NM_031368	0
chr15	88782840	88787840	-	0.0186361	NM_172818	0
chr2	112868488	112873488	-	0.0186874	NM_177652	0
chr17	72951647	72956647	-	0.0186928	NM_007439	0
chr15	77239510	77244510	-	0.018718	NM_001162883	0
chr2	152734087	152739087	+	0.0187625	NM_001081044	0
chr3	31207241	31212241	-	0.018771	NM_172861	0
chr11	48790883	48795883	-	0.0188407	NM_001114679	0
chr5	22249010	22254010	+	0.0188649	NM_029990	0
chr15	66390608	66395608	-	0.0188713	NM_172514	0
chr11	87637616	87642616	-	0.0188971	NM_080420	0
chr6	41584404	41589404	-	0.0189036	NM_022413	0
chr3	31798624	31803624	+	0.0189489	NM_028231	0
chr1	187275726	187280726	+	0.0189587	NM_001033286	0
chr19	10902548	10907548	-	0.0189619	NM_001037801	0
chr1	89084226	89089226	+	0.0190075	NM_021600	0
chr15	16704855	16709855	+	0.0190599	NM_009869	0
chrX	70325846	70330846	-	0.0191034	NM_001081642	0
chr2	178162311	178167311	+	0.0191324	NM_198656	0
chr15	101519940	101524940	-	0.0191333	NM_016879	0
chr13	41203357	41208357	-	0.0192122	NM_008104	0
chr4	114579503	114584503	-	0.019222	NM_008593	0
chr10	21785885	21790885	-	0.0192489	NM_053264	0
chrX	21058751	21063751	+	0.0192859	NM_007429	0
chr1	80208519	80213519	-	0.0193263	NM_173425	0
chr1	135931091	135936091	+	0.0193466	NM_021355	0
chr2	127677363	127682363	+	0.0193466	NM_028765	0
chr9	77481538	77486538	+	0.0194981	NM_172925	0
chr1	74793529	74798529	-	0.0195379	NM_153744	0
chr1	172904202	172909202	-	0.0196232	NM_010187	0
chr3	138865856	138870856	+	0.0196281	NM_198659	0
chrX	58436733	58441733	-	0.0196733	NM_001166658	0
chr14	33277095	33282095	-	0.0196839	NM_009891	0
chrX	139826805	139831805	-	0.0196904	NM_001114385	0
chr5	38707747	38712747	+	0.0197401	NM_013503	0
chrX	106389094	106394094	+	0.0197472	NM_001037917	0
chr19	19073607	19078607	-	0.0197825	NM_146095	0
chrX	110408864	110413864	+	0.0198099	NM_033605	0
chr6	90280282	90285282	+	0.0198358	NM_144940	0
chr5	107857567	107862567	+	0.0198749	NM_027599	0
chr7	53648837	53653837	+	0.0198963	NM_008421	0
chr10	4750813	4755813	-	0.0199179	NM_026793	0
chr9	54507692	54512692	-	0.0199322	NM_053178	0
chr2	126315289	126320289	-	0.0199842	NM_001080944	0
chr4	42037326	42042326	-	0.0200413	NM_001099348	0
chr9	99509920	99514920	+	0.0200623	NM_001077424	0
chr5	16056367	16061367	+	0.0200769	NM_010427	0
chr11	76809098	76814098	+	0.0201354	NM_010484	0
chr15	22963217	22968217	+	0.0201574	NM_001081299	0
chr3	98312395	98317395	-	0.0201942	NM_001111336	0
chr3	98365866	98370866	-	0.0201942	NM_001111336	0
chr5	120878894	120883894	+	0.0202163	NM_008499	0
chr16	20323477	20328477	-	0.0202237	NM_183158	0
chr2	132604013	132609013	+	0.0202385	NM_007694	0
chr10	7549267	7554267	+	0.0202596	NM_172785	0
chr11	46265432	46270432	+	0.0203054	NM_134250	0
chr8	123637070	123642070	+	0.0203054	NM_013519	0
chr5	134703495	134708495	-	0.0203278	NM_010876	0
chr15	101402335	101407335	-	0.0203662	NM_133357	0
chr18	37670305	37675305	+	0.0203952	NM_053146	0
chr10	86468687	86473687	-	0.0204028	NM_138673	0
chr2	152854587	152859587	+	0.0204028	NM_001011732	0
chr17	34878842	34883842	-	0.0204638	NM_009780	0
chr7	27539205	27544205	+	0.0204752	NM_007814	0
