gname	gchrom	gstart	gend	log.FPRM	strand	status	echrom	estart	end	gid	eid	prob	log.p.value.correct
NM_020516	chr15	79081445	79085178	-1.39809977156972	-	0	chr15	79053800	79055800	3355	10807	1	75.4403483095905
NM_054088	chr15	83998245	84019951	-1.03022119821505	+	0	chr15	84111200	84113200	3891	11049	1	75.4403483095905
NM_008795	chr1	134010123	134036262	1.60087535817338	-	1	chr1	134010000	134012000	4546	3037	1	75.4403483095905
NM_001029844	chr12	107248472	107315620	1.62465159523948	+	1	chr12	107268400	107270400	4642	6013	1	75.4403483095905
NM_172703	chr4	137549384	137762386	2.61996188078087	+	1	chr4	137657200	137659200	8325	21776	1	75.4403483095905
NM_001034878	chr11	114588725	114619200	-1.64684387324696	+	0	chr11	114471800	114473800	3006	2140	0.983050847457627	75.4127456379957
NM_172611	chr15	85888136	85968064	1.81819690020054	+	1	chr15	85845200	85847200	5402	11139	0.983050847457627	75.4127456379957
NM_011480	chr11	60012590	60034106	1.83842197471079	-	1	chr11	60017800	60019800	5484	4055	0.983050847457627	75.4127456379957
NM_025963	chr17	27767373	27772187	5.10803420008339	-	1	chr17	27732200	27734200	10989	12956	0.966101694915254	75.2517854472143
NM_001085535	chr11	117722065	117726857	-3.49360547659136	+	0	chr11	117833300	117835300	808	2385	0.983050847457627	74.4254961334878
NM_145555	chr4	134925491	134954142	-1.18227980804087	-	0	chr4	135085300	135087300	3667	21614	0.983050847457627	74.4254961334878
NM_173755	chr11	116399066	116442761	2.0310794733643	-	1	chr11	116475500	116477500	6232	2262	0.983050847457627	74.4254961334878
NM_013614	chr12	17551678	17558308	3.03969652600673	+	1	chr12	17425850	17427850	9398	6299	0.983050847457627	74.4254961334878
NM_133819	chr1	135027742	135036377	2.86458090357016	+	1	chr1	134990550	134992550	8994	3139	0.966101694915254	74.3841941682695
NM_019718	chr19	46605598	46647575	3.02319178645014	-	1	chr19	46622250	46624250	9365	16080	0.966101694915254	74.3841941682695
NM_153396	chr6	120957257	121031627	1.71247452993108	-	1	chr6	121142100	121144100	4987	25743	1	74.3013410782578
NM_029279	chr13	51747082	51779015	1.71622201431205	+	1	chr13	51764200	51766200	5002	7867	1	74.3013410782578
NM_173781	chr9	103014403	103087600	1.91211992123216	+	1	chr9	103089500	103091500	5758	31183	1	74.3013410782578
NM_133788	chr4	151671459	151681231	1.92300846750442	+	1	chr4	151706100	151708100	5803	22302	1	74.3013410782578
NM_025577	chr8	73028194	73030638	2.02511338359073	-	1	chr8	73108000	73110000	6205	30669	1	74.3013410782578
NM_007462	chr18	34380637	34481844	2.77424360217033	+	1	chr18	34458600	34460600	8758	14468	1	74.3013410782578
NM_021565	chr10	79611034	79621112	2.81823705124807	+	1	chr10	79677600	79679600	8868	1361	1	74.3013410782578
NM_011197	chr3	100844158	100914089	2.83640237134609	-	1	chr3	100844100	100846100	8925	19142	1	74.3013410782578
NM_007790	chr19	53674885	53720321	3.76677524342202	+	1	chr19	53609500	53611500	10444	16223	1	74.3013410782578
NM_011740	chr15	36700018	36724293	4.30873928725402	-	1	chr15	36716400	36718400	10800	10212	1	74.3013410782578
NM_015731	chr2	168459937	168567300	1.68194832345202	-	1	chr2	168646100	168648100	4865	17719	0.949152542372881	74.1446193052504
NM_025526	chr5	114222820	114228291	2.02418382037886	+	1	chr5	114322300	114324300	6201	23381	0.949152542372881	74.1446193052504
NM_007750	chr19	7289647	7292106	4.72750285634305	-	1	chr19	7406800	7408800	10938	16434	0.949152542372881	74.1446193052504
NM_001083928	chr9	61220172	61266304	2.34934462539705	+	1	chr9	61097000	61099000	7411	32355	0.915254237288136	73.7640364412222
NM_008575	chr1	134886421	134921925	3.90380734915668	-	1	chr1	134963050	134965050	10564	3133	0.966101694915254	73.4850928934819
NM_007731	chr10	61301245	61441856	-1.39452816604699	-	0	chr10	61472700	61474700	3367	989	0.983050847457627	73.3979669494829
NM_172261	chr11	94852525	94868212	1.5980897650905	+	1	chr11	94958300	94960300	4526	5508	0.983050847457627	73.3979669494829
NM_011201	chr2	167757826	167804885	1.69050532568673	+	1	chr2	167891050	167893050	4889	17665	0.983050847457627	73.3979669494829
NM_199306	chr4	132848380	132895230	2.23217443120296	-	1	chr4	132856600	132858600	6971	21456	0.983050847457627	73.3979669494829
NM_001033966	chr4	128670508	128685642	2.4946919505228	+	1	chr4	128730700	128732700	7928	21256	0.983050847457627	73.3979669494829
NM_013565	chr11	94905795	94938028	2.93960626777386	-	1	chr11	94958300	94960300	9189	5508	0.983050847457627	73.3979669494829
NM_010948	chr4	133088457	133101911	3.75252538951535	-	1	chr4	133243900	133245900	10435	21487	0.983050847457627	73.3979669494829
NM_016895	chr4	128670557	128688773	3.82575680527074	+	1	chr4	128730700	128732700	10498	21256	0.983050847457627	73.3979669494829
NM_009366	chr14	76904371	76907568	3.8953772300275	+	1	chr14	76818000	76820000	10558	9672	0.983050847457627	73.3979669494829
NM_009391	chr5	129526030	129530196	4.24512241760932	+	1	chr5	129464100	129466100	10775	23929	0.983050847457627	73.3979669494829
NM_011434	chr16	90220986	90226569	4.98501658614526	+	1	chr16	90246500	90248500	10978	12415	0.983050847457627	73.3979669494829
NM_009161	chr11	94824521	94837641	-3.25104267511224	-	0	chr11	94743400	94745400	1033	5491	1	73.1093425802175
NM_201353	chr18	61155033	61173853	-1.90441318238002	-	0	chr18	61148900	61150900	2626	14845	1	73.1093425802175
NM_007377	chr11	119868631	119908029	-1.55897771497545	-	0	chr11	119889950	119891950	3127	2494	1	73.1093425802175
NM_178220	chr7	106683995	106755281	1.98093801857779	+	1	chr7	106622300	106624300	6042	27266	1	73.1093425802175
NM_178220	chr7	106683995	106755281	1.98093801857779	+	1	chr7	106665600	106667600	6042	27268	1	73.1093425802175
NM_178923	chr16	90229384	90284670	2.74878259160815	-	1	chr16	90246500	90248500	8698	12415	1	73.1093425802175
NM_001122997	chr2	153475189	153513466	2.86482030438527	+	1	chr2	153445750	153447750	8995	17136	1	73.1093425802175
NM_009079	chr4	151699986	151708180	4.61300937906618	+	1	chr4	151706100	151708100	10917	22302	1	73.1093425802175
NM_007707	chr11	117827402	117830680	2.57929974252984	-	1	chr11	117717900	117719900	8189	2369	0.932203389830508	73.0110266841713
NM_030189	chr4	135051901	135093718	-1.81595790394443	+	0	chr4	135085300	135087300	2760	21614	0.966101694915254	72.5521029669621
NM_198647	chr17	29686746	29743753	1.74114839821356	+	1	chr17	29611900	29613900	5094	13133	0.966101694915254	72.5521029669621
NM_011669	chr5	147546387	147606532	1.94889283926615	-	1	chr5	147650600	147652600	5908	24507	0.966101694915254	72.5521029669621
NM_010923	chr2	157385845	157388255	2.08680809190027	+	1	chr2	157295900	157297900	6451	17285	0.966101694915254	72.5521029669621
NM_001037177	chr2	168343702	168415848	-1.16211454691159	-	0	chr2	168517100	168519100	3690	17704	0.949152542372881	72.5255920918105
NM_146162	chr5	114243737	114250361	-1.0612240226518	-	0	chr5	114303600	114305600	3842	23377	0.949152542372881	72.5255920918105
NM_021286	chr11	77744444	77792544	-2.2238755813238	+	0	chr11	77648700	77650700	2213	4763	0.983050847457627	72.3267391494437
NM_001033267	chr11	116302638	116315661	-1.58636123891663	-	0	chr11	116285500	116287500	3090	2245	0.983050847457627	72.3267391494437
NM_001081672	chr4	137950006	137952373	-1.11733344096924	-	0	chr4	137971700	137973700	3750	21788	0.983050847457627	72.3267391494437
NM_010111	chr8	8617438	8660773	1.92820723011359	-	1	chr8	8685750	8687750	5825	30884	0.983050847457627	72.3267391494437
NM_001033219	chr15	73410722	73455174	1.95954392812865	-	1	chr15	73415900	73417900	5942	10582	0.983050847457627	72.3267391494437
NM_007705	chr10	79630585	79634398	2.31538285122391	+	1	chr10	79677600	79679600	7296	1361	0.983050847457627	72.3267391494437
NM_025739	chr4	116944068	117169520	2.75895241902933	-	1	chr4	117081800	117083800	8723	20935	0.983050847457627	72.3267391494437
NM_177305	chr1	90594802	90598766	3.43050048778581	-	1	chr1	90564700	90566700	10078	15314	0.983050847457627	72.3267391494437
NM_009462	chr8	122434751	122481457	3.67507967362741	+	1	chr8	122448300	122450300	10364	29634	0.983050847457627	72.3267391494437
NM_028044	chr3	121129458	121161123	4.4645393662483	+	1	chr3	121090900	121092900	10864	19426	0.983050847457627	72.3267391494437
NM_031873	chr4	139209452	139226194	-4.00859448033081	+	0	chr4	139184900	139186900	418	21865	1	71.8591752162599
NM_013588	chr6	124719880	124729736	-2.5868822341286	-	0	chr6	124809900	124811900	1779	25803	1	71.8591752162599
NM_172681	chr3	83702208	83844083	1.7794641911339	-	1	chr3	83727000	83729000	5253	20284	1	71.8591752162599
NM_146043	chr13	51196266	51244563	2.13383502551017	+	1	chr13	51248600	51250600	6618	7852	1	71.8591752162599
NM_134437	chr14	27852186	27920472	2.43451645625402	+	1	chr14	27906650	27908650	7717	9000	1	71.8591752162599
NM_025500	chr4	106728478	106739471	2.49239520708706	-	1	chr4	106652100	106654100	7914	20745	1	71.8591752162599
NM_175451	chr10	83989049	83996633	2.76757618041624	-	1	chr10	84120650	84122650	8742	1492	1	71.8591752162599
NM_001112723	chr4	140070399	140204671	-1.14417676097997	-	0	chr4	140344900	140346900	3711	21933	0.949152542372881	71.6737846718776
NM_001025395	chr2	157250028	157297574	2.44927083652898	+	1	chr2	157212900	157214900	7762	17273	0.949152542372881	71.6737846718776
NM_001142965	chr4	56973007	57003263	-1.10838387549694	-	0	chr4	57103600	57105600	3768	22821	0.966101694915254	71.5825695122476
NM_001025250	chr17	46153942	46169326	2.14309099583946	-	1	chr17	46115500	46117500	6653	13514	0.966101694915254	71.5825695122476
NM_001048058	chr11	114530094	114533645	4.00896639627151	+	1	chr11	114553400	114555400	10635	2147	0.966101694915254	71.5825695122476
NM_016926	chr5	114192454	114221658	2.20492154619262	-	1	chr5	114322300	114324300	6882	23381	0.932203389830508	71.521097462065
NM_033612	chr15	100504852	100518351	-1.38607838444453	-	0	chr15	100610400	100612400	3378	9859	0.983050847457627	71.2079194385564
NM_175279	chr7	120097475	120100972	-1.25630172250603	+	0	chr7	119954800	119956800	3563	27481	0.983050847457627	71.2079194385564
NM_173781	chr9	103014403	103087600	1.91211992123216	+	1	chr9	102902300	102904300	5758	31165	0.983050847457627	71.2079194385564
NM_028071	chr8	122333113	122364479	3.35638131031469	-	1	chr8	122448300	122450300	9966	29634	0.983050847457627	71.2079194385564
NM_173363	chr12	112776311	112784964	3.58729790028818	+	1	chr12	112788500	112790500	10268	6157	0.983050847457627	71.2079194385564
NM_173867	chr4	140257456	140277390	4.12224341145187	+	1	chr4	140111300	140113300	10704	21912	0.983050847457627	71.2079194385564
NM_011552	chr18	60974195	61008562	2.64491868966209	-	1	chr18	60985400	60987400	8403	14830	0.949152542372881	70.7910625469777
NM_016660	chr17	27693548	27700617	3.49455413962825	+	1	chr17	27732200	27734200	10161	12956	0.949152542372881	70.7910625469777
NM_001166477	chr17	27693597	27700615	3.7126838674941	+	1	chr17	27732200	27734200	10395	12956	0.949152542372881	70.7910625469777
NM_009217	chr11	113485570	113486950	-1.83633851262602	+	0	chr11	113344800	113346800	2724	2097	0.966101694915254	70.5735099664168
NM_019732	chr4	134676559	134733905	-1.49948545589291	+	0	chr4	134539100	134541100	3210	21571	0.966101694915254	70.5735099664168
NM_001042487	chr2	156547014	156590099	1.90357063463634	+	1	chr2	156427800	156429800	5722	17223	0.966101694915254	70.5735099664168
NM_133753	chr4	150229199	150242989	2.5329743308071	+	1	chr4	150244000	150246000	8040	22259	0.966101694915254	70.5735099664168
NM_013488	chr6	124814710	124838227	-4.02455360928689	-	0	chr6	124809900	124811900	409	25803	1	70.5448674158344
NM_013530	chr6	124784257	124790293	-2.005031900747	-	0	chr6	124809900	124811900	2486	25803	1	70.5448674158344
NM_001080708	chr2	167806285	167836093	-1.0811034666034	-	0	chr2	167937400	167939400	3814	17668	1	70.5448674158344
NM_001146711	chr17	36002539	36012541	-0.910897799908115	+	0	chr17	35856900	35858900	4063	13378	1	70.5448674158344
NM_027995	chr4	134052892	134064725	-0.73049397060439	+	0	chr4	133912500	133914500	4387	21522	1	70.5448674158344
NM_010927	chr11	78734360	78773626	-0.723210590094338	+	0	chr11	78618350	78620350	4405	4810	1	70.5448674158344
NM_198602	chr5	136724004	137043275	1.6396974399841	-	1	chr5	137063700	137065700	4702	24150	1	70.5448674158344
NM_011594	chr11	118162374	118216725	1.7262889583674	-	1	chr11	118271900	118273900	5036	2419	1	70.5448674158344
NM_013863	chr7	135667096	135690491	2.0747606031613	+	1	chr7	135684000	135686000	6407	27781	1	70.5448674158344
NM_175438	chr4	139178808	139205605	2.12948924814474	+	1	chr4	139036500	139038500	6606	21854	1	70.5448674158344
NM_174852	chr11	77796317	77844035	2.1611447929643	+	1	chr11	77935300	77937300	6719	4783	1	70.5448674158344
NM_008629	chr5	115879693	115904211	2.23833346403231	+	1	chr5	115919100	115921100	7003	23497	1	70.5448674158344
NM_008629	chr5	115879693	115904211	2.23833346403231	+	1	chr5	115950100	115952100	7003	23499	1	70.5448674158344
NM_133702	chr11	107027976	107050695	2.29936992989205	-	1	chr11	106962200	106964200	7230	1991	1	70.5448674158344
NM_170779	chr11	35652679	35793591	2.38220925154966	-	1	chr11	35728300	35730300	7525	3200	1	70.5448674158344
NM_145564	chr5	118426778	118460200	2.48884886902062	+	1	chr5	118430000	118432000	7905	23582	1	70.5448674158344
NM_023051	chr4	148960746	149022008	2.54243629101083	+	1	chr4	148877800	148879800	8063	22163	1	70.5448674158344
NM_001146124	chr10	59747208	59765347	2.65745841498615	+	1	chr10	59761300	59763300	8444	867	1	70.5448674158344
NM_007842	chr1	155302887	155334790	4.14632961728805	-	1	chr1	155302500	155304500	10721	3837	1	70.5448674158344
NM_011039	chr4	139293995	139388883	-4.34754791625764	-	0	chr4	139481050	139483050	244	21882	0.983050847457627	70.0370927053852
NM_001038658	chr15	99327435	99358448	-2.60352398337414	-	0	chr15	99326800	99328800	1765	11433	0.983050847457627	70.0370927053852
NM_001013751	chr5	135034109	135035963	-1.56620123560713	-	0	chr5	134982600	134984600	3118	24027	0.983050847457627	70.0370927053852
NM_009612	chr15	100958967	100975767	-1.04712861240434	+	0	chr15	100974100	100976100	3865	9885	0.983050847457627	70.0370927053852
NM_001114140	chr15	82639054	82742564	1.84087656407681	-	1	chr15	82682050	82684050	5497	10954	0.983050847457627	70.0370927053852
NM_028984	chr2	144096770	144106965	2.22748324249144	+	1	chr2	144224000	144226000	6950	16992	0.983050847457627	70.0370927053852
NM_016741	chr5	125757459	125821444	2.30120914681411	-	1	chr5	125935750	125937750	7244	23888	0.983050847457627	70.0370927053852
NM_176849	chr8	8666575	8690537	3.48469258414922	-	1	chr8	8685750	8687750	10146	30884	0.983050847457627	70.0370927053852
NM_009769	chr14	99697909	99712628	3.54370627235547	+	1	chr14	99706100	99708100	10218	9808	0.983050847457627	70.0370927053852
NM_025415	chr13	51740600	51746031	3.5790924895032	+	1	chr13	51764200	51766200	10259	7867	0.983050847457627	70.0370927053852
NM_024225	chr2	144075861	144096267	4.29634210430655	-	1	chr2	144224000	144226000	10796	16992	0.983050847457627	70.0370927053852
NM_012052	chr7	106626406	106632219	5.47116502064557	-	1	chr7	106622300	106624300	11009	27266	0.983050847457627	70.0370927053852
NM_012052	chr7	106626406	106632219	5.47116502064557	-	1	chr7	106665600	106667600	11009	27268	0.983050847457627	70.0370927053852
NM_025367	chr11	116394551	116397989	-2.87035327154629	+	0	chr11	116285500	116287500	1460	2245	0.949152542372881	69.8750937926734
NM_001172473	chr11	116393757	116397989	-2.67801918027633	+	0	chr11	116285500	116287500	1688	2245	0.949152542372881	69.8750937926734
NM_180960	chr2	157385845	157388255	1.96179755885516	+	1	chr2	157295900	157297900	5953	17285	0.949152542372881	69.8750937926734
NM_134150	chr19	7272695	7280774	2.87087741640836	-	1	chr19	7406800	7408800	9009	16434	0.915254237288136	69.7446467344701
NM_008795	chr1	134010123	134036262	1.60087535817338	-	1	chr1	134177800	134179800	4546	3055	0.966101694915254	69.5215722172099
NM_008235	chr16	30065442	30067882	2.38195064837479	+	1	chr16	30155400	30157400	7524	11875	0.966101694915254	69.5215722172099
NM_178257	chr4	135284134	135307280	-3.45209496488001	+	0	chr4	135221400	135223400	844	21630	1	69.1594812233102
NM_177117	chr9	119011595	119056811	-1.99033236660806	+	0	chr9	118904250	118906250	2510	31525	1	69.1594812233102
NM_010149	chr9	21763342	21768020	-1.41909445066225	-	0	chr9	21781400	21783400	3318	31774	1	69.1594812233102
NM_022964	chr5	135076134	135090893	-1.20194818857761	-	0	chr5	134982600	134984600	3631	24027	1	69.1594812233102
NM_053091	chr2	152579908	152590773	-1.18964592592993	+	0	chr2	152497350	152499350	3649	17088	1	69.1594812233102
NM_028181	chr9	72833357	72863806	1.6960246992981	+	1	chr9	72971200	72973200	4918	32690	1	69.1594812233102
NM_078477	chr10	80029865	80040041	1.9749070736396	-	1	chr10	80059250	80061250	6013	1385	1	69.1594812233102
NM_009642	chr4	147451169	147462173	2.03068187704529	-	1	chr4	147407400	147409400	6229	22084	1	69.1594812233102
NM_024192	chr19	46404301	46413150	2.24828940118192	-	1	chr19	46545900	46547900	7044	16071	1	69.1594812233102
NM_031257	chr8	26149618	26212283	2.25797049898507	-	1	chr8	26283300	26285300	7072	30157	1	69.1594812233102
NM_001081355	chr4	142697294	142802612	2.28050511450102	-	1	chr4	142862900	142864900	7156	22048	1	69.1594812233102
NM_019663	chr9	62727883	62828686	2.33649364464523	-	1	chr9	62728100	62730100	7370	32439	1	69.1594812233102
NM_024451	chr5	139676623	139725749	2.53265659057295	+	1	chr5	139641550	139643550	8038	24236	1	69.1594812233102
NM_001040691	chr5	114580443	114589330	2.83842327816133	+	1	chr5	114635100	114637100	8932	23408	1	69.1594812233102
NM_019653	chr11	79052883	79068197	3.04492711773418	-	1	chr11	79079700	79081700	9410	4837	1	69.1594812233102
NM_025673	chr15	12251250	12281022	3.50356442133812	+	1	chr15	12377850	12379850	10172	10013	1	69.1594812233102
NM_025846	chr7	121190295	121261295	3.5138145043447	-	1	chr7	121377300	121379300	10181	27526	1	69.1594812233102
NM_001165902	chr9	120842695	120869624	4.34883819074539	+	1	chr9	120835400	120837400	10818	31598	1	69.1594812233102
NM_009091	chr10	79755175	79756858	5.50207420406206	+	1	chr10	79677600	79679600	11012	1361	1	69.1594812233102
NM_001081330	chr11	69234310	69362610	-1.68381130442394	-	0	chr11	69214100	69216100	2949	4390	0.983050847457627	68.8091823593397
NM_001033443	chr17	80922889	80963174	-1.40516326447198	-	0	chr17	80916050	80918050	3341	14007	0.983050847457627	68.8091823593397
NM_009686	chr5	66693126	67009910	1.64497106565709	-	1	chr5	66862100	66864100	4721	25187	0.983050847457627	68.8091823593397
NM_025852	chr10	80003670	80024305	1.66094248450095	-	1	chr10	80059250	80061250	4783	1385	0.983050847457627	68.8091823593397
NM_019763	chr4	141023804	141094512	1.83231102718364	-	1	chr4	141117900	141119900	5453	21990	0.983050847457627	68.8091823593397
NM_001081144	chr5	39059718	39075989	1.91307403944682	-	1	chr5	39060150	39062150	5763	25003	0.983050847457627	68.8091823593397
NM_019636	chr5	64551449	64742725	2.13915869304595	+	1	chr5	64686400	64688400	6638	25118	0.983050847457627	68.8091823593397
NM_001112744	chr4	153652578	153674004	2.16014326292545	-	1	chr4	153733900	153735900	6713	22346	0.983050847457627	68.8091823593397
NM_019739	chr3	52072258	52154031	2.30054701752847	+	1	chr3	52081100	52083100	7239	20072	0.983050847457627	68.8091823593397
NM_198298	chr11	107409273	107548257	2.62829245282389	+	1	chr11	107471100	107473100	8358	2038	0.983050847457627	68.8091823593397
NM_024187	chr17	31784026	31795699	2.87347989022595	-	1	chr17	31660000	31662000	9017	13247	0.983050847457627	68.8091823593397
NM_001024526	chr15	99803210	99846789	3.04411759388045	+	1	chr15	99668100	99670100	9409	11458	0.983050847457627	68.8091823593397
NM_007836	chr6	66985089	66987401	3.1972884859212	-	1	chr6	67102000	67104000	9712	26740	0.983050847457627	68.8091823593397
NM_001081005	chr2	166888433	166891362	3.77289885961751	+	1	chr2	166776700	166778700	10450	17586	0.983050847457627	68.8091823593397
NM_009011	chr4	55362913	55405109	4.21972826908539	+	1	chr4	55366500	55368500	10762	22784	0.983050847457627	68.8091823593397
NM_172791	chr11	3388229	3394169	-3.16593950598493	+	0	chr11	3371450	3373450	1123	3014	0.966101694915254	68.4229394531685
NM_026099	chr18	56748001	56754433	-1.22345468306743	+	0	chr18	56669050	56671050	3605	14771	0.966101694915254	68.4229394531685
NM_153396	chr6	120957257	121031627	1.71247452993108	-	1	chr6	121084800	121086800	4987	25736	0.966101694915254	68.4229394531685
NM_029279	chr13	51747082	51779015	1.71622201431205	+	1	chr13	51832600	51834600	5002	7872	0.966101694915254	68.4229394531685
NM_144831	chr11	101594269	101628671	2.17477444849863	+	1	chr11	101632900	101634900	6770	1814	0.966101694915254	68.4229394531685
NM_007999	chr19	10273628	10278433	2.45630996789354	-	1	chr19	10145600	10147600	7786	15356	0.966101694915254	68.4229394531685
NM_026511	chr12	112951479	112972435	2.49490648436633	+	1	chr12	112943000	112945000	7929	6171	0.966101694915254	68.4229394531685
NM_016860	chr19	46451303	46470225	2.9109910450989	-	1	chr19	46434750	46436750	9107	16059	0.966101694915254	68.4229394531685
NM_175303	chr2	168573831	168592701	3.06280196357909	-	1	chr2	168646100	168648100	9457	17719	0.915254237288136	68.2356848734558
NM_001166537	chr17	27693548	27700617	3.14921701740939	+	1	chr17	27732200	27734200	9624	12956	0.932203389830508	68.2296467211639
NM_001166476	chr17	27693597	27700615	3.34537807082344	+	1	chr17	27732200	27734200	9945	12956	0.932203389830508	68.2296467211639
NM_011287	chr17	28465415	28467978	4.88538948105851	+	1	chr17	28544600	28546600	10964	13037	0.932203389830508	68.2296467211639
NM_009965	chr11	77532233	77538795	-2.51350737912799	-	0	chr11	77648700	77650700	1856	4763	0.949152542372881	67.9326855121394
NM_027819	chr11	72249027	72251906	-3.49470179284845	+	0	chr11	72241600	72243600	807	4501	1	67.6948915771694
NM_027116	chr7	20104079	20110399	-2.52116407781068	+	0	chr7	20062900	20064900	1844	28251	1	67.6948915771694
NM_001085491	chr4	129168433	129169200	-2.31137158137468	+	0	chr4	129171900	129173900	2104	21275	1	67.6948915771694
NM_080442	chr4	129166251	129168014	-1.82959218609401	-	0	chr4	129171900	129173900	2733	21275	1	67.6948915771694
NM_183284	chr5	77634132	77640478	-0.79430763992678	-	0	chr5	77489150	77491150	4272	25328	1	67.6948915771694
NM_009528	chr15	85365869	85412251	1.69946507071383	-	1	chr15	85271600	85273600	4934	11112	1	67.6948915771694
NM_178357	chr12	25336235	25347645	1.71040298225764	+	1	chr12	25407500	25409500	4978	6370	1	67.6948915771694
NM_183426	chr10	79519758	79565447	1.76492427127344	-	1	chr10	79677600	79679600	5194	1361	1	67.6948915771694
NM_011962	chr5	137462888	137472514	1.81813684067667	+	1	chr5	137514750	137516750	5401	24174	1	67.6948915771694
NM_178641	chr7	135754878	135839950	1.94612441181369	+	1	chr7	135684000	135686000	5893	27781	1	67.6948915771694
NM_008513	chr19	3584824	3686564	2.23046591111602	-	1	chr19	3535300	3537300	6963	15746	1	67.6948915771694
NM_025537	chr10	126459387	126467870	2.28205171876735	-	1	chr10	126566300	126568300	7162	284	1	67.6948915771694
NM_011498	chr6	108610622	108616919	2.3649117948618	+	1	chr6	108492600	108494600	7464	25518	1	67.6948915771694
