NM_001048220	3261459	chr7	27320083	27359165	-4.73036612948003	0	0.0338088	+	0
NM_021365	3475251	chrX	70459703	70467792	-4.72933189720895	0	0.0477835	+	0
NM_153510	3165027	chr5	138263179	138277506	-4.72639701971582	0.00800622	0.00971044	-	0
NM_001104626	3145177	chr5	109715287	109726575	-4.72622205847493	0	0.0364883	-	0
NM_203396	3192915	chr6	42537211	42547371	-4.72491476922164	0	0.0339936	-	0
NM_001104623	3145105	chr5	109514867	109526883	-4.69778340586049	0	0.0375408	-	0
NM_001104624	3145123	chr5	109585086	109621126	-4.69778340586049	0	0.0375408	-	0
NM_001002898	2946427	chr3	15371826	15426427	-4.68488028231625	0	0.0499555	-	0
NM_010317	2516441	chr13	13876805	13920162	-4.67818076050293	0	0.03562	+	0
NM_008042	2736717	chr17	18107421	18108641	-4.6750917028184	0	0.0504468	+	0
NM_011836	2862621	chr2	31742800	31802055	-4.67479146917003	0	0.0279824	+	0
NM_172879	3100627	chr5	3845172	3866596	-4.67243669136006	0	0.0358252	+	0
NM_138581	2665083	chr15	78965084	78971681	-4.66815578020775	0.00917063	0.0096085	-	0
NM_173868	2220813	chr1	6720131	6851021	-4.66325809049421	0	0.028307	+	0
NM_029879	2573195	chr13	105737232	105845010	-4.65744185356348	0	0.0284721	-	0
NM_009158	3140069	chr5	103336966	103640353	-4.65436358144433	0	0.0295069	-	0
NM_177839	2285869	chr1	162015164	162083706	-4.65383220836803	0	0.0285751	-	0
NM_009566	3475445	chrX	70656441	70672326	-4.64379355758537	0	0.0288634	+	0
NM_146241	2354191	chr10	113835876	114238426	-4.63908587569475	0	0.0289996	-	0
NM_001081567	3140069	chr5	103336966	103640353	-4.63819556988675	0	0.0299567	-	0
NM_177664	2998947	chr3	117022062	117063794	-4.63347810091549	0	0.0291627	-	0
NM_001166030	2526759	chr13	32792695	32873648	-4.62482916360238	0	0.029416	-	0
NM_178906	3409213	chr9	52481146	52487534	-4.62056508162152	0	0.0295417	-	0
NM_011537	3154455	chr5	120284671	120335227	-4.61649102555944	0	0.0334476	+	0
NM_177661	2966685	chr3	59729135	59741871	-4.61597535210884	0	0.0379061	+	0
NM_207571	2336241	chr10	78338293	78342851	-4.61426239513303	0	0.0536107	+	0
NM_011994	2672565	chr15	90976301	91022238	-4.60676245297262	0	0.0299523	-	0
NM_001004149	2571037	chr13	99954777	100016987	-4.60480025442121	0	0.0383322	+	0
NM_001081377	2625863	chr14	93412919	94287951	-4.60405081272017	0	0.0300336	-	0
NM_080727	2748485	chr17	31316211	31334694	-4.5967854364537	0	0.0386404	-	0
NM_146838	2884093	chr2	87446368	87448491	-4.59402255238603	0	0.0547068	+	0
NM_001098528	2224685	chr1	15302532	15704295	-4.56417220695402	0	0.0312555	+	0
NM_199252	2731239	chr17	13301482	13324657	-4.56220648655598	0	0.0400001	-	0
NM_177039	2508091	chr12	113727658	113738138	-4.55955649002773	0	0.0401063	+	0
NM_008730	2426707	chr11	119400032	119409134	-4.55945140034315	0	0.0314034	-	0
NM_001164797	3391325	chr9	14856284	14916552	-4.55508562182067	0	0.0315407	-	0
NM_013673	2253625	chr1	87546624	87606023	-4.55227417663459	0	0.0434207	+	0
NM_147218	2421581	chr11	110038137	110113090	-4.55032221694911	0	0.0316913	-	0
NM_001079931	3344047	chr8	44759011	44784845	-4.53186396372136	0	0.0412325	-	0
NM_172851	2260611	chr1	101669341	102382519	-4.52792214900218	0	0.0324093	+	0
NM_001113735	3088607	chr4	143125856	143132374	-4.52693218273746	0	0.0445351	+	0
NM_001113735	3088621	chr4	143141602	143148139	-4.52693218273746	0	0.0445351	+	0
NM_001007579	3088635	chr4	143157369	143163701	-4.52646067431785	0	0.0445563	+	0
NM_011832	2980027	chr3	87600872	87620023	-4.52440158799054	0	0.0325236	+	0
NM_009700	2787405	chr18	15547902	15562193	-4.52047064590195	0	0.0326516	-	0
NM_028799	2897009	chr2	120871846	120911495	-4.51890992434832	0	0.0417701	-	0
NM_009623	2657815	chr15	64530596	64753858	-4.51197132435731	0	0.0329303	-	0
NM_053143	2796325	chr18	37649118	37654157	-4.51197132435731	0	0.0329303	+	0
NM_001025382	2379915	chr11	34214821	34322640	-4.51058754350214	0	0.0329761	+	0
NM_029946	2669205	chr15	83697141	83895779	-4.50660168392223	0	0.0331077	-	0
NM_001033334	2494419	chr12	86018227	86039757	-4.50618494930367	0	0.042305	-	0
NM_001039595	3088589	chr4	143101245	143107734	-4.50337200792706	0	0.045597	+	0
NM_001039094	3014591	chr3	156224757	156979411	-4.50119763310511	0	0.033287	+	0
NM_001081051	2522089	chr13	24936999	24993139	-4.49959469343945	0	0.0333405	+	0
NM_133209	3165033	chr5	138293374	138299277	-4.49604675896974	0	0.0603384	-	0
NM_018795	3279061	chr7	53231749	53285656	-4.49576884547077	0	0.0334683	-	0
NM_001039219	2258623	chr1	95887085	95908116	-4.49088659960142	0	0.0359306	+	0
NM_001081648	3511561	chrX	144615266	144659253	-4.49014650941931	0	0.0231463	+	0
NM_001122735	3512093	chrX	146376197	146419525	-4.48915760555193	0	0.0462497	+	0
NM_010096	3319453	chr7	144385353	144506128	-4.48154646262676	0	0.0339476	-	0
NM_001081129	2547167	chr13	64838898	65005196	-4.47745442139363	0	0.034087	-	0
NM_001146005	3253923	chr7	16819933	16827680	-4.47732241458189	0	0.0384418	-	0
NM_183141	2664707	chr15	78500436	78548543	-4.4760120923102	0	0.0341361	-	0
NM_010745	2528797	chr13	37437213	37510904	-4.47223146896106	0	0.0617923	+	0
NM_001085419	3088961	chr4	143689782	143700004	-4.46784599512487	0	0.0439585	+	0
NM_001001319	3088931	chr4	143649028	143659221	-4.46534737590019	0	0.0440684	+	0
NM_011371	2424777	chr11	116626338	116636821	-4.46242140431396	0	0.0441974	-	0
NM_001114400	3511629	chrX	145098146	145138392	-4.46214401180178	0	0.0475162	+	0
NM_021304	3111195	chr5	31252478	31257464	-4.45945210363992	0.0113334	0.0118039	+	0
NM_001025086	3461675	chrX	35184862	35194348	-4.45909776186926	0	0.0626095	+	0
NM_001008419	2242227	chr1	58335169	58436107	-4.4581649743217	0	0.0347509	+	0
NM_172858	2903485	chr2	135906823	136213703	-4.45774205192166	0	0.0347655	-	0
NM_007780	2664547	chr15	78156419	78181431	-4.45606937818581	0	0.0348238	+	0
NM_053171	3331097	chr8	15892544	17535385	-4.45487263421934	0	0.0250414	-	0
NM_010225	2526573	chr13	31717684	31723275	-4.45149676288685	0	0.0446831	+	0
NM_053144	2796325	chr18	37656651	37661365	-4.44530728060162	0	0.0352006	+	0
NM_013674	2526323	chr13	30841126	30858796	-4.43870704512859	0	0.0354336	+	0
NM_001163172	2410343	chr11	94638530	94693316	-4.43793688661561	0	0.0326757	-	0
NM_011043	2960443	chr3	45182319	45186957	-4.42905115850402	0	0.0357774	+	0
NM_001170853	2291713	chr1	175787351	175810318	-4.42862360565071	0	0.0491358	-	0
NM_199021	2269991	chr1	125228715	125942136	-4.42710768611452	0	0.035847	-	0
NM_153135	3337123	chr8	29757188	30330108	-4.42299864044526	0	0.0289663	-	0
NM_177701	3408035	chr9	49058635	49088699	-4.4205928420628	0	0.0460855	+	0
NM_146837	2883969	chr2	87297323	87298268	-4.41967035193908	0	0.0651271	+	0
NM_001011836	2884083	chr2	87415242	87416187	-4.41967035193908	0	0.0651271	+	0
NM_001099633	2395065	chr11	65644825	65982053	-4.41893961269742	0	0.0259577	-	0
NM_001001322	2859189	chr2	26828935	26865145	-4.4164690222301	0	0.0362305	+	0
NM_177697	3309933	chr7	127883070	127949054	-4.41515331422673	0	0.036278	+	0
NM_177278	2769661	chr17	68623136	69129426	-4.41427713629004	0	0.0363098	+	0
NM_010855	2395375	chr11	67051530	67073948	-4.41042610919558	0	0.0332885	+	0
NM_025809	2480943	chr12	59365706	59370245	-4.4074757333277	0	0.0365578	-	0
NM_207201	2336281	chr10	78417951	78418884	-4.40689326240401	0	0.0659648	+	0
NM_013905	3072817	chr4	122910798	122927113	-4.40593415552944	0	0.0366142	+	0
NM_019687	2388631	chr11	53796627	53841592	-4.40565561312365	0	0.0467788	-	0
NM_023455	3211481	chr6	85780381	85781884	-4.40474679383015	0	0.0661065	-	0
NM_008170	2684923	chr16	9577802	9992626	-4.40151123254678	0	0.0367765	-	0
NM_010605	3399993	chr9	32122367	32151822	-4.39795278522414	0	0.0369074	-	0
NM_001034885	2746925	chr17	28995355	29027253	-4.3950632431862	0	0.0370144	+	0
NM_177845	2896463	chr2	119992147	120071071	-4.39371872150371	0	0.037064	-	0
NM_001024848	2664069	chr15	77252638	77277890	-4.39094629684854	0	0.047472	-	0
NM_001134802	2664197	chr15	77529318	77549718	-4.39094629684854	0	0.047472	+	0
NM_001167878	3067855	chr4	113150496	113672108	-4.38384428560091	0	0.0374319	-	0
NM_008367	2853173	chr2	11564418	11614820	-4.38249074235519	0	0.0374826	+	0
NM_007963	2951387	chr3	29850225	29912126	-4.38113103584227	0	0.0375335	-	0
NM_018800	2993309	chr3	103379203	103439102	-4.38000468020225	0	0.037576	+	0
NM_008966	3013329	chr3	151461573	151500492	-4.37954970479899	0	0.037593	-	0
NM_001103367	3518647	chrX	158154967	158217426	-4.37784339662768	0	0.0480983	+	0
NM_175188	3352045	chr8	68142423	68995535	-4.37409814835176	0	0.0377985	+	0
NM_013821	2990993	chr3	98609426	98618366	-4.37198917890333	0	0.0519988	-	0
NM_010642	3277031	chr7	51357661	51361947	-4.37198917890333	0	0.0683076	+	0
NM_153193	2990963	chr3	98515029	98528466	-4.37088097890232	0	0.0520566	-	0
NM_175682	2742705	chr17	24610828	24612414	-4.36852617734006	0.0121577	0.0131821	+	0
NM_134239	2520937	chr13	23205702	23206599	-4.36754007343526	0	0.0686122	-	0
NM_134237	2521007	chr13	23275496	23276393	-4.36754007343526	0	0.0686122	-	0
NM_008261	2917139	chr2	163372923	163398643	-4.36678340526119	0	0.0380761	+	0
NM_172544	2497681	chr12	90191833	91573373	-4.36435175963396	0	0.0335074	+	0
NM_001113356	3230997	chr6	124520447	124531062	-4.36317347758976	0	0.0488089	+	0
NM_011648	2497931	chr12	92639432	92778949	-4.35617177092986	0	0.0384823	+	0
NM_030746	2751677	chr17	34605986	34612882	-4.34897878062768	0	0.0532095	-	0
NM_011039	3086381	chr4	139293995	139388883	-4.34754791625764	0	0.0388154	-	0
NM_011553	2729053	chr17	7529045	7549537	-4.34670582395628	0	0.0533306	+	0
NM_008648	3047437	chr4	59969677	59973537	-4.34271361808839	0	0.0703373	-	0
NM_008649	3048193	chr4	61492352	61496214	-4.33927370560823	0	0.0705793	-	0
NM_009375	2658333	chr15	66502331	66682282	-4.33412829663461	0	0.0316583	+	0
NM_007934	3005355	chr3	128972094	129035667	-4.33175185880026	0	0.0394334	-	0
NM_016976	2304299	chr10	10408554	10802129	-4.33151604652095	0	0.0394427	-	0
NM_010640	3276937	chr7	51251248	51255245	-4.32658435922407	0	0.071481	+	0
NM_008456	3277095	chr7	51471844	51476073	-4.32658435922407	0	0.071481	+	0
NM_001039160	3302271	chr7	113043632	113102484	-4.32629679631771	0	0.0313986	-	0
NM_001039160	3302347	chr7	113300049	113358854	-4.32629679631771	0	0.0313986	-	0
NM_027001	2766173	chr17	59018230	59130798	-4.32364452541023	0	0.0397546	-	0
NM_172485	2271225	chr1	131169880	132115853	-4.32283739546753	0	0.0349279	+	0
NM_008653	2885459	chr2	90958300	90976673	-4.31787318766784	0	0.0399845	+	0
NM_173024	2502557	chr12	105366205	105377755	-4.31784317656373	0	0.0510725	+	0
NM_012014	2537819	chr13	54838033	54851030	-4.31570720030411	0	0.0400714	-	0
NM_011921	2830733	chr19	20767442	20802046	-4.31300069706695	0	0.0513205	-	0
NM_011741	3164687	chr5	137819865	137918292	-4.31062174111903	1.73472e-18	0.0268504	-	0
NM_019549	2369805	chr11	16871208	16908721	-4.30989203691468	0	0.040305	-	0
NM_175362	3166687	chr5	141348952	141476550	-4.30867952332992	0	0.040354	-	0
NM_001080814	3391725	chr9	15714636	16182675	-4.30752045610058	0.000765156	0.0261686	-	0
NM_133222	3013263	chr3	151100845	151208045	-4.30721605226571	0	0.040413	+	0
NM_023438	2403987	chr11	82202401	82259829	-4.30697111158837	0	0.0404228	+	0
NM_001033904	2227363	chr1	21358411	21359824	-4.30663719823207	0	0.0729208	+	0
NM_001081263	3013833	chr3	153636399	153934684	-4.30477674636922	0	0.0405116	+	0
NM_011652	2879819	chr2	76542040	76820604	-4.30266107929314	0.0105162	0.0165487	-	0
NM_001164403	3237279	chr6	137359241	137413152	-4.30111046242777	0	0.0406605	+	0
NM_010915	3277093	chr7	51462804	51467123	-4.29950331395881	0	0.0734429	+	0
NM_173434	2384165	chr11	48779318	48792900	-4.29583425964148	0	0.0304646	-	0
NM_001163816	2765749	chr17	57418522	57468659	-4.29373008387401	0	0.0409616	+	0
NM_053105	2626501	chr14	96504483	96918253	-4.29299064193592	0	0.040992	-	0
NM_001081153	3420459	chr9	73327230	73781374	-4.29088513174178	0	0.0330572	-	0
NM_001110784	3475219	chrX	70331631	70342434	-4.28205099145257	0	0.0568925	-	0
NM_178786	3067579	chr4	111754074	111840681	-4.28031516870707	0	0.041515	+	0
NM_031382	3493615	chrX	109207128	109240935	-4.27404076826717	0	0.0417763	+	0
NM_027562	3233831	chr6	128884398	128934725	-4.27203207281294	0	0.0387726	+	0
NM_010252	3127797	chr5	71142285	71233856	-4.27028492222816	0	0.0394375	-	0
NM_023821	2567433	chr13	93810671	93914679	-4.26814810056144	0	0.0301825	-	0
NM_172648	2291747	chr1	175942128	175961886	-4.26119048673391	0	0.0580917	-	0
NM_018766	2939623	chr2	180234680	180279684	-4.25983732093468	0	0.0423738	+	0
NM_007937	3131877	chr5	84483787	84846407	-4.25407678994727	0	0.0342968	-	0
NM_001033492	3480889	chrX	83495594	83501558	-4.25351381404184	0	0.0504055	-	0
NM_139226	2337969	chr10	79957650	79980005	-4.25295115489996	0	0.0401272	+	0
NM_031190	2756743	chr17	40343962	40345554	-4.24808332689805	0	0.058858	-	0
NM_145067	3237137	chr6	136645804	136730263	-4.24646829768973	0	0.042944	-	0
NM_146520	3320709	chr7	147686751	147693217	-4.24600035686523	0	0.0429984	-	0
NM_011082	2271717	chr1	132723260	132748824	-4.24206297351489	0	0.0431338	+	0
NM_134252	2255187	chr1	90203286	90285426	-4.24128430347172	0	0.0431674	+	0
NM_001034896	2410343	chr11	94638530	94644017	-4.23911140825902	0	0.0394378	-	0
NM_139200	2872107	chr2	57981549	58012533	-4.23668031400482	0	0.0380705	-	0
NM_023907	2379911	chr11	34104340	34108089	-4.23374457010345	0	0.0514119	-	0
NM_029453	2292033	chr1	177628723	177745862	-4.23344802144489	0	0.043507	+	0
NM_010608	3110985	chr5	30890542	30927643	-4.23239357250346	0	0.0435527	+	0
NM_025734	3378641	chr8	122147753	122159580	-4.23134711521632	0	0.0435984	-	0
NM_007417	2846769	chr19	54119671	54123472	-4.23003370969757	0	0.0436558	+	0
NM_139142	3443313	chr9	123546024	123587950	-4.22898285294664	0	0.0558185	-	0
NM_011651	3277901	chr7	52198609	52213405	-4.22857791544904	0	0.0559554	+	0
NM_028472	3396153	chr9	23027519	23289646	-4.22792624182528	0	0.0437479	+	0
NM_175678	3396341	chr9	23902461	24120842	-4.22739835463005	0	0.0437709	+	0
NM_010000	3261231	chr7	26958427	26995679	-4.21996901156154	0	0.056324	+	0
NM_007813	3261197	chr7	26846513	26881215	-4.21943170806396	0	0.056354	+	0
NM_018729	2290703	chr1	173489323	173515447	-4.21865686724138	0	0.0441553	+	0
NM_009999	3261149	chr7	26682682	26711643	-4.21729894628097	0	0.0564744	+	0
NM_133211	3520363	chrX	163742862	163768460	-4.21545512797119	0	0.0442968	-	0
NM_019517	2724269	chr16	97578334	97660619	-4.21278356297655	0	0.0444153	+	0
NM_198962	3421345	chr9	76073686	76171385	-4.21063795794318	0	0.0445106	-	0
NM_026763	3434317	chr9	105892649	105999022	-4.20822123764827	0	0.0359061	-	0
NM_011881	3330359	chr8	13405080	13421949	-4.2070117063957	0	0.0359496	+	0
NM_011282	2323255	chr10	51765731	51915050	-4.20323797789509	0	0.0360856	-	0
NM_010342	2220329	chr1	5903788	5907479	-4.20066553897505	0	0.0449568	-	0
NM_011377	2723347	chr16	94085504	94348638	-4.19495637085772	0	0.0452141	+	0
NM_009347	3404725	chr9	42137705	42208012	-4.19455171263913	0	0.0364004	-	0
NM_010714	2278749	chr1	140721762	140744156	-4.19168399957753	0	0.0314009	-	0
NM_138301	2335471	chr10	77370467	77432617	-4.18826410940434	0	0.03663	-	0
NM_177243	2272123	chr1	133640598	133666982	-4.18674936671971	0	0.0455867	+	0
NM_001025590	2723673	chr16	95044138	95078297	-4.18592709833104	0.000632701	0.0297835	-	0
NM_001012306	2990973	chr3	98545398	98566333	-4.18187170856151	0	0.0628872	-	0
NM_183173	2388155	chr11	53290079	53293697	-4.18068707204417	0	0.0458639	-	0
